interview.id	grid.id	date	location	sps.known	confidence.indv	exp.indv	purpose.visit.24	purpose.visit.04	dist.to.grid	proportion.grid.24	frequency.visits.24	proportion.grid.04	frequency.visits.04	activity1.grid.24	activity2.grid.24	activity3.grid.24	activity1.grid.04	activity2.grid.04	activity3.grid.04	hunting.24	hunting.04	food.trees	meat.eaten	body.parts	use.body.parts	season.hunting	gender.respondent	age.respondent	ethnicity.respondent	Comments	replicates	road_length	mean_elev	elev_band	canopy_height	slope	aspect	geometry
SC.O.13	216	09/12/25	Singchung	rnh	2	65	patrolling	birding	0	1	24	1	4	plantation	forest (temperate mixed)	NA	jhum	logging	NA	no	yes	peepal sp., magnolia (chanp)	NA	beak	traditional attire	for tinkho - february festival	m	85	bugun	NA	3	9206.57746595573	2416.91473424675	2000-2500m	31.07880687270567	28.60503650746416	180.0528375866331	list(c(92.4130714039639, 92.4128358953289, 92.4632848639184, 92.4635001455001, 92.4130714039639, 27.0797471821782, 27.1248871213734, 27.1250890333712, 27.0799487040438, 27.0797471821782))
SH.O.231	264	23/11/25	shergaon	gh, rnh	2	25	survellience, hunt	hunting	2	1	50	1	100	forest	timber	plantation	forest	timber	plantation	0	0	don't know	no	na	na	na	m	46	sherdukpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.231	264	23/11/25	shergaon	gh, rnh	2	25	survellience, hunt	hunting	2	1	50	1	100	forest	timber	plantation	forest	timber	plantation	0	0	don't know	no	na	na	na	m	46	sherdukpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.231	264	23/11/25	shergaon	gh, rnh	2	25	survellience, hunt	hunting	2	1	50	1	100	forest	timber	plantation	forest	timber	plantation	0	0	don't know	no	na	na	na	m	46	sherdukpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.233	264	23/11/25	shergaon	rnh,gh	2	60	na	hunting	-	na	na	1	10	mixed primary forest	NA	NA	mixed primary forest	NA	NA	no	no	don't know	na	na	na	na	m	83	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.233	264	23/11/25	shergaon	rnh,gh	2	60	na	hunting	-	na	na	1	10	mixed primary forest	NA	NA	mixed primary forest	NA	NA	no	no	don't know	na	na	na	na	m	83	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.233	264	23/11/25	shergaon	rnh,gh	2	60	na	hunting	-	na	na	1	10	mixed primary forest	NA	NA	mixed primary forest	NA	NA	no	no	don't know	na	na	na	na	m	83	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.4	264	29/11/25	shergaon	rnh	2	35	hunting	hunting	10	03/04/26	4	03/04/26	4	mixed forest	cattle grazing	NA	mixed forest	cattle grazing	NA	no	NA	chudanringba	no	no	no	no	m	50	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.4	264	29/11/25	shergaon	rnh	2	35	hunting	hunting	10	03/04/26	4	03/04/26	4	mixed forest	cattle grazing	NA	mixed forest	cattle grazing	NA	no	NA	chudanringba	no	no	no	no	m	50	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.4	264	29/11/25	shergaon	rnh	2	35	hunting	hunting	10	03/04/26	4	03/04/26	4	mixed forest	cattle grazing	NA	mixed forest	cattle grazing	NA	no	NA	chudanringba	no	no	no	no	m	50	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.241	264	24/11/25	shergaon	rnh,gh	2	15	hunting	na	4	01/02/26	3	na	na	mixed primary forest	NA	NA	NA	NA	NA	no	no	don't know	na	na	na	na	m	35	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.241	264	24/11/25	shergaon	rnh,gh	2	15	hunting	na	4	01/02/26	3	na	na	mixed primary forest	NA	NA	NA	NA	NA	no	no	don't know	na	na	na	na	m	35	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
SH.O.241	264	24/11/25	shergaon	rnh,gh	2	15	hunting	na	4	01/02/26	3	na	na	mixed primary forest	NA	NA	NA	NA	NA	no	no	don't know	na	na	na	na	m	35	sherdutpen	NA	4	14795.2975500004	2335.04318624066	2000-2500m	30.90355215613371	25.628573213040955	207.93575104609775	list(c(92.2614924907127, 92.2611956128418, 92.3116630548048, 92.3119396613306, 92.2614924907127, 27.1241726706036, 27.1693109361347, 27.1695677002484, 27.1244289391765, 27.1241726706036))
KM.O.11	271	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	1	1	100	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	32	nyishi	NA	3	0	805.568451446865	0-1000m	31.67666379424632	24.699739704055254	181.80654117180606	list(c(92.7155363266807, 92.715421924285, 92.7658934874043, 92.7659876113418, 92.7155363266807, 27.1258267756156, 27.170968239692, 27.1710616011132, 27.1259199568492, 27.1258267756156))
KM.O.12	271	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	1	1	100	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	27	sherdukpen	NA	3	0	805.568451446865	0-1000m	31.67666379424632	24.699739704055254	181.80654117180606	list(c(92.7155363266807, 92.715421924285, 92.7658934874043, 92.7659876113418, 92.7155363266807, 27.1258267756156, 27.170968239692, 27.1710616011132, 27.1259199568492, 27.1258267756156))
KM.O.13	271	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	1	1	100	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	30	nyishi	NA	3	0	805.568451446865	0-1000m	31.67666379424632	24.699739704055254	181.80654117180606	list(c(92.7155363266807, 92.715421924285, 92.7658934874043, 92.7659876113418, 92.7155363266807, 27.1258267756156, 27.170968239692, 27.1710616011132, 27.1259199568492, 27.1258267756156))
KM.O.11	272	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	5	1	3	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	32	nyishi	NA	3	0	786.096641838152	0-1000m	32.90456031327927	25.050489443495103	185.13563060446864	list(c(92.7659876113418, 92.7658934874043, 92.8163652709799, 92.8164391160785, 92.7659876113418, 27.1259199568492, 27.1710616011132, 27.1711368041619, 27.1259950147559, 27.1259199568492))
KM.O.12	272	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	5	1	3	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	27	sherdukpen	NA	3	0	786.096641838152	0-1000m	32.90456031327927	25.050489443495103	185.13563060446864	list(c(92.7659876113418, 92.7658934874043, 92.8163652709799, 92.8164391160785, 92.7659876113418, 27.1259199568492, 27.1710616011132, 27.1711368041619, 27.1259950147559, 27.1259199568492))
KM.O.13	272	08/12/25	Kimi anti poaching camp	gh, oph, rnh	2	10	patroling	na	5	1	3	na	na	forest	NA	NA	NA	NA	NA	no	NA	NA	no	na	NA	NA	m	30	nyishi	NA	3	0	786.096641838152	0-1000m	32.90456031327927	25.050489443495103	185.13563060446864	list(c(92.7659876113418, 92.7658934874043, 92.8163652709799, 92.8164391160785, 92.7659876113418, 27.1259199568492, 27.1710616011132, 27.1711368041619, 27.1259950147559, 27.1259199568492))
PK.O.51	280	11/01/26	pakke kesang	wh,rnh,gh	2	30	agriculture, mithun herding	agriculture, mithun herding	0	1	2	1	10	forest	jhum	NA	forest	jhum	NA	yes	yes	sanchar, tatum, cherte	yes	NA	NA	NA	m	49	nyishi	NA	3	5437.1765923324	1485.30606992656	1000-2000m	29.763662647679254	21.29206862695995	186.58200013541278	list(c(93.1696018284446, 93.1696699389859, 93.220141776288, 93.2200533868151, 93.1696018284446, 27.1260129526724, 27.1711547767656, 27.171084708637, 27.1259430197756, 27.1260129526724))
PK.O.52	280	11/01/26	pakke kesang	wh,rnh,gh	2	40	agriculture, mithun herding	agriculture, mithun herding	0	1	12	1	36	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	58	nyishi	NA	3	5437.1765923324	1485.30606992656	1000-2000m	29.763662647679254	21.29206862695995	186.58200013541278	list(c(93.1696018284446, 93.1696699389859, 93.220141776288, 93.2200533868151, 93.1696018284446, 27.1260129526724, 27.1711547767656, 27.171084708637, 27.1259430197756, 27.1260129526724))
PK.O.53	280	11/01/26	pakke kesang	wh,rnh,gh	2	20	agriculture, mithun herding	agriculture, mithun herding	0	01/02/26	7	03/04/26	4	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	39	nyishi	NA	3	5437.1765923324	1485.30606992656	1000-2000m	29.763662647679254	21.29206862695995	186.58200013541278	list(c(93.1696018284446, 93.1696699389859, 93.220141776288, 93.2200533868151, 93.1696018284446, 27.1260129526724, 27.1711547767656, 27.171084708637, 27.1259430197756, 27.1260129526724))
PK.O.11	282	11/01/26	pakke kesang	wh,rnh,gh	2	20	agriculture, mithun herding	agriculture, mithun herding, hunting	2	1	36	1	36	forest	jhum	NA	forest	jhum	NA	yes	yes	sanchar, cheri	yes	NA	NA	NA	m	43	nyishi	NA	3	0	1389.83864791915	1000-2000m	30.79804877323862	25.56116750177943	190.97314468890985	list(c(93.2705047385179, 93.270613406565, 93.3210847823211, 93.3209558361392, 93.2705047385179, 27.1258549634698, 27.170996482054, 27.1708900973299, 27.1257487840679, 27.1258549634698))
PK.O.12	282	11/01/26	pakke kesang	wh,rnh,gh	2	30	agriculture, mithun herding	agriculture, mithun herding, hunting	2	03/04/26	4	03/04/26	5	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	48	nyishi	NA	3	0	1389.83864791915	1000-2000m	30.79804877323862	25.56116750177943	190.97314468890985	list(c(93.2705047385179, 93.270613406565, 93.3210847823211, 93.3209558361392, 93.2705047385179, 27.1258549634698, 27.170996482054, 27.1708900973299, 27.1257487840679, 27.1258549634698))
PK.O.13	282	11/01/26	pakke kesang	wh,rnh,gh	2	30	agriculture, mithun herding	agriculture, mithun herding, hunting	2	1	1	1	1	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	0	1389.83864791915	1000-2000m	30.79804877323862	25.56116750177943	190.97314468890985	list(c(93.2705047385179, 93.270613406565, 93.3210847823211, 93.3209558361392, 93.2705047385179, 27.1258549634698, 27.170996482054, 27.1708900973299, 27.1257487840679, 27.1258549634698))
KM.O.21	320	08/12/25	Khupi village highway	gh, rnh	2	36	logging, mithun herding, agriculture	logging, mithun herding, agriculture	1	1	50	1	50	forest	forest department plantation	jhum	forest	forest department plantation	jhum	no	no	NA	NA	NA	NA	NA	m	40	aka	NA	3	39789.0620589069	977.303704628445	0-1000m	28.0836815191774	26.211027483221205	157.5964725297983	list(c(92.6649506291172, 92.6648156332801, 92.7153072539374, 92.715421924285, 92.6649506291172, 27.1708567202301, 27.2159976778577, 27.2161094127205, 27.170968239692, 27.1708567202301))
KM.O.22	320	08/12/25	Khupi village highway	gh, rnh	2	25	logging, mithun herding, agriculture	logging, mithun herding, agriculture	1	1	12	1	24	forest	forest department plantation	jhum	forest	forest department plantation	jhum	yes	yes	peepal, tingur, yaminje, shobi, pateng, lufuje	NA	NA	NA	NA	m	50	aka	NA	3	39789.0620589069	977.303704628445	0-1000m	28.0836815191774	26.211027483221205	157.5964725297983	list(c(92.6649506291172, 92.6648156332801, 92.7153072539374, 92.715421924285, 92.6649506291172, 27.1708567202301, 27.2159976778577, 27.2161094127205, 27.170968239692, 27.1708567202301))
KM.O.23	320	08/12/25	Khupi village highway	gh, rnh	2	15	logging, mithun herding, agriculture	logging, mithun herding, agriculture	1	1	30	na	na	forest	forest department plantation	jhum	forest	forest department plantation	jhum	yes	yes	NA	NA	NA	NA	NA	m	40	aka	NA	3	39789.0620589069	977.303704628445	0-1000m	28.0836815191774	26.211027483221205	157.5964725297983	list(c(92.6649506291172, 92.6648156332801, 92.7153072539374, 92.715421924285, 92.6649506291172, 27.1708567202301, 27.2159976778577, 27.2161094127205, 27.170968239692, 27.1708567202301))
TR.O.11	339	22/2/26	toru circle	gh,wh,oph	2	40	resident	resident	0	1	3	1	6	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	11536.8333817646	815.212102190697	0-1000m	28.45213812456154	26.770582869973047	181.48250934484247	list(c(93.6239050323774, 93.6241562204877, 93.6746448051149, 93.6743732967634, 93.6239050323774, 27.1698704936943, 27.2150095464351, 27.2147756179588, 27.1696370161727, 27.1698704936943))
TR.O.12	339	22/2/26	toru circle	gh,wh,oph	2	30	resident	resident	0	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	11536.8333817646	815.212102190697	0-1000m	28.45213812456154	26.770582869973047	181.48250934484247	list(c(93.6239050323774, 93.6241562204877, 93.6746448051149, 93.6743732967634, 93.6239050323774, 27.1698704936943, 27.2150095464351, 27.2147756179588, 27.1696370161727, 27.1698704936943))
TR.O.13	339	22/2/26	toru circle	gh,wh,oph	2	20	resident	resident	0	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3	11536.8333817646	815.212102190697	0-1000m	28.45213812456154	26.770582869973047	181.48250934484247	list(c(93.6239050323774, 93.6241562204877, 93.6746448051149, 93.6743732967634, 93.6239050323774, 27.1698704936943, 27.2150095464351, 27.2147756179588, 27.1696370161727, 27.1698704936943))
TR.O.11	340	22/2/26	toru circle	gh,wh,oph	2	40	agriculture, mithun herding	hunting, mithun herding	1	1	3	1	6	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	4623.45818354798	834.05848756281	0-1000m	29.648659088572735	27.647430850129872	181.15864086706787	list(c(93.6743732967634, 93.6746448051149, 93.7251327542316, 93.7248409267374, 93.6743732967634, 27.1696370161727, 27.2147756179588, 27.2145235011089, 27.169385385338, 27.1696370161727))
TR.O.12	340	22/2/26	toru circle	gh,wh,oph	2	30	agriculture, mithun herding	hunting, mithun herding	1	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	4623.45818354798	834.05848756281	0-1000m	29.648659088572735	27.647430850129872	181.15864086706787	list(c(93.6743732967634, 93.6746448051149, 93.7251327542316, 93.7248409267374, 93.6743732967634, 27.1696370161727, 27.2147756179588, 27.2145235011089, 27.169385385338, 27.1696370161727))
TR.O.13	340	22/2/26	toru circle	gh,wh,oph	2	20	agriculture, mithun herding	hunting, mithun herding	1	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3	4623.45818354798	834.05848756281	0-1000m	29.648659088572735	27.647430850129872	181.15864086706787	list(c(93.6743732967634, 93.6746448051149, 93.7251327542316, 93.7248409267374, 93.6743732967634, 27.1696370161727, 27.2147756179588, 27.2145235011089, 27.169385385338, 27.1696370161727))
SM.O.11	341	21/2/26	5th mile	gh,wh,oph	2	20	resident	resident	0	1	50	1	50	bamboo plantation	forest	jhum	bamboo plantation	forest	jhum	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3	23391.5508878972	485.83705252645	0-1000m	26.592698373658806	24.058940917013324	177.2179335903263	list(c(93.7248409267374, 93.7251327542316, 93.7756200202825, 93.7753078748264, 93.7248409267374, 27.169385385338, 27.2145235011089, 27.2142531967812, 27.1691156020837, 27.169385385338))
SM.O.12	341	21/2/26	5th mile	gh,wh,oph	2	20	resident	resident	0	1	50	1	50	bamboo plantation	forest	jhum	bamboo plantation	forest	jhum	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3	23391.5508878972	485.83705252645	0-1000m	26.592698373658806	24.058940917013324	177.2179335903263	list(c(93.7248409267374, 93.7251327542316, 93.7756200202825, 93.7753078748264, 93.7248409267374, 27.169385385338, 27.2145235011089, 27.2142531967812, 27.1691156020837, 27.169385385338))
SM.O.13	341	21/2/26	5th mile	gh,wh,oph	2	20	resident	resident	0	01/02/26	50	01/02/26	50	bamboo plantation	forest	jhum	bamboo plantation	forest	jhum	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3	23391.5508878972	485.83705252645	0-1000m	26.592698373658806	24.058940917013324	177.2179335903263	list(c(93.7248409267374, 93.7251327542316, 93.7756200202825, 93.7753078748264, 93.7248409267374, 27.169385385338, 27.2145235011089, 27.2142531967812, 27.1691156020837, 27.169385385338))
WT.O.21	375	07/12/25	watte	gh, rnh	2	40	mithun, hunting, agriculture	mithun, hunting, agriculture	8	03/04/26	36	1	11	forest	NA	NA	forest	NA	NA	yes	yes	NA	yes	NA	NA	NA	m	50	nyishi	NA	3	0	959.95945012868	0-1000m	29.47361205259269	26.115773384753567	189.58499638337784	list(c(92.9172759449413, 92.9172425022708, 92.9677553637877, 92.96776843189, 92.9172759449413, 27.2163744180418, 27.2615158109718, 27.2615366176577, 27.2163951846625, 27.2163744180418))
WT.O.22	375	07/12/25	watte	gh, rnh	2	50	mithun, hunting, agriculture	mithun, hunting, agriculture	8	03/04/26	1	1	1	forest	NA	NA	forest	NA	NA	yes	yes	NA	yes	NA	NA	NA	m	60	nyishi	NA	3	0	959.95945012868	0-1000m	29.47361205259269	26.115773384753567	189.58499638337784	list(c(92.9172759449413, 92.9172425022708, 92.9677553637877, 92.96776843189, 92.9172759449413, 27.2163744180418, 27.2615158109718, 27.2615366176577, 27.2163951846625, 27.2163744180418))
WT.O.23	375	07/12/25	watte	gh, rnh	2	50	mithun, hunting, agriculture	mithun, hunting, agriculture	8	03/04/26	1	03/04/26	1	forest	NA	NA	forest	NA	NA	yes	yes	NA	yes	NA	NA	NA	m	40	nyishi	NA	3	0	959.95945012868	0-1000m	29.47361205259269	26.115773384753567	189.58499638337784	list(c(92.9172759449413, 92.9172425022708, 92.9677553637877, 92.96776843189, 92.9172759449413, 27.2163744180418, 27.2615158109718, 27.2615366176577, 27.2163951846625, 27.2163744180418))
BM.O.1	417	30/11/25	bichom	gh, rnh	2	20	agriculture	agriculture	-	1	50	1	4	jhum	plantation	NA	jhum	plantation	NA	no	yes	fulloinagaon (Belsmedia)	no	no	no	no	m	30	bugun	NA	3	9532.09300829209	1536.29549306384	1000-2000m	31.094931651406927	28.769402556546304	175.84113830475337	list(c(92.5636573312809, 92.5634808631958, 92.6140125957245, 92.6141686442678, 92.5636573312809, 27.260859760095, 27.3059995974508, 27.306148289041, 27.261008165694, 27.260859760095))
BM.O.2	417	01/12/25	bichom	gh, rnh	1	35	agriculture	agriculture	-	1	12	03/04/26	12	jhum	plantation	NA	jhum	plantation	NA	no	yes	fulloinagaon (Belsmedia)	no	no	no	no	m	50	bugun	NA	3	9532.09300829209	1536.29549306384	1000-2000m	31.094931651406927	28.769402556546304	175.84113830475337	list(c(92.5636573312809, 92.5634808631958, 92.6140125957245, 92.6141686442678, 92.5636573312809, 27.260859760095, 27.3059995974508, 27.306148289041, 27.261008165694, 27.260859760095))
BM.O.3	417	01/12/25	bichom	gh, rnh	2	50	wood	wood	-	1	24	1	12	jhum	plantation	NA	jhum	plantation	NA	no	yes	fulloinagaon (Belsmedia)	no	no	no	no	m	50	bugun	NA	3	9532.09300829209	1536.29549306384	1000-2000m	31.094931651406927	28.769402556546304	175.84113830475337	list(c(92.5636573312809, 92.5634808631958, 92.6140125957245, 92.6141686442678, 92.5636573312809, 27.260859760095, 27.3059995974508, 27.306148289041, 27.261008165694, 27.260859760095))
BN.O.11	423	05/12/25	kadeya	gh,rnh,oph	2	25	hunt, mithun herding	hunt, mithun herding	0	1	30	1	30	jhum	Orange	duabanga plantation	jhum	Orange	duabanga plantation	yes	yes	Tapong (wild avocado), Dinjong, Dhuna, Mekai, Pondon	yes	casque	sell casque of GH to Nyishi for 10,000 per unit, and meat for 2500 per kg. Body oil used for joint pain	not hunted in the nesting season	m	50	aka	NA	4	19909.9379748409	638.472694746093	0-1000m	23.700006587263996	25.38487517186608	177.7443920161835	list(c(92.8667297189884, 92.8666757759876, 92.9172089813658, 92.9172425022708, 92.8667297189884, 27.2614767751292, 27.3066178015343, 27.3066569126032, 27.2615158109718, 27.2614767751292))
BN.O.12	423	05/12/25	kadeya	gh,rnh,oph	2	30	hunt, mithun herding	hunt, mithun herding	6	03/04/26	30	03/04/26	30	jhum	Orange	duabanga plantation	jhum	Orange	duabanga plantation	yes	yes	NA	yes	NA	NA	NA	m	40	aka	NA	4	19909.9379748409	638.472694746093	0-1000m	23.700006587263996	25.38487517186608	177.7443920161835	list(c(92.8667297189884, 92.8666757759876, 92.9172089813658, 92.9172425022708, 92.8667297189884, 27.2614767751292, 27.3066178015343, 27.3066569126032, 27.2615158109718, 27.2614767751292))
BN.O.13	423	05/12/25	kadeya	gh,rnh,oph	2	35	agriculture, mithun herding	agriculture, mithun herding	0	1	12	1	12	jhum	Orange	duabanga plantation	jhum	Orange	duabanga plantation	yes	yes	NA	yes	NA	NA	NA	m	50	aka	NA	4	19909.9379748409	638.472694746093	0-1000m	23.700006587263996	25.38487517186608	177.7443920161835	list(c(92.8667297189884, 92.8666757759876, 92.9172089813658, 92.9172425022708, 92.8667297189884, 27.2614767751292, 27.3066178015343, 27.3066569126032, 27.2615158109718, 27.2614767751292))
BN.O.14	423	05/12/25	kadeya	gh,rnh,oph	2	35	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	12	03/04/26	12	jhum	Orange	duabanga plantation	jhum	Orange	duabanga plantation	yes	yes	NA	yes	NA	NA	NA	m	50	nyishi	NA	4	19909.9379748409	638.472694746093	0-1000m	23.700006587263996	25.38487517186608	177.7443920161835	list(c(92.8667297189884, 92.8666757759876, 92.9172089813658, 92.9172425022708, 92.8667297189884, 27.2614767751292, 27.3066178015343, 27.3066569126032, 27.2615158109718, 27.2614767751292))
LL.O.82	424	08/01/26	champing	gh, rnh	2	20	mithun herding, bamboo collection	mithun herding, bamboo collection	1	1	25	1	25	forest	jhum	plantation	forest	jhum	plantation	no	yes	sangrik, dabou	yes	NA	NA	NA	m	40	nyishi	NA	3	12221.6690659806	655.193062744603	0-1000m	23.031677379053612	21.143546561342138	199.68192324562165	list(c(92.9172425022708, 92.9172089813658, 92.9677422651144, 92.9677553637877, 92.9172425022708, 27.2615158109718, 27.3066569126032, 27.306677759386, 27.2615366176577, 27.2615158109718))
CH.O.3	424	07/01/26	champing	gh, rnh	2	20	mithun herding	mithun herding, bamboo collection	1	03/04/26	3	1	5	forest	jhum	plantation	forest	jhum	plantation	no	yes	peepal	NA	NA	NA	NA	m	41	nyishi	NA	3	12221.6690659806	655.193062744603	0-1000m	23.031677379053612	21.143546561342138	199.68192324562165	list(c(92.9172425022708, 92.9172089813658, 92.9677422651144, 92.9677553637877, 92.9172425022708, 27.2615158109718, 27.3066569126032, 27.306677759386, 27.2615366176577, 27.2615158109718))
CH.O.4	424	07/01/26	champing	gh, rnh	2	20	mithun herding	mithun herding, bamboo collection	1	03/04/26	3	1	5	forest	jhum	plantation	forest	jhum	plantation	no	yes	peepal	NA	NA	NA	NA	m	39	nyishi	NA	3	12221.6690659806	655.193062744603	0-1000m	23.031677379053612	21.143546561342138	199.68192324562165	list(c(92.9172425022708, 92.9172089813658, 92.9677422651144, 92.9677553637877, 92.9172425022708, 27.2615158109718, 27.3066569126032, 27.306677759386, 27.2615366176577, 27.2615158109718))
LM.O.11	426	05/12/25	lumdung	gh,rnh	2	20	logging, hunting	cane collection, hunt	0	1	3	1	6	jhum	logging	plantation	jhum	NA	NA	yes	yes	tanyak, sankya, sanchar, kaso, chyi	yes	NA	NA	NA	m	29	nyishi	NA	3	23727.3356350942	983.078902768188	0-1000m	22.647972479298588	18.835257617007407	172.79666776076647	list(c(93.0182682558757, 93.0182755794872, 93.0688088767376, 93.0687811308711, 93.0182682558757, 27.2615391951132, 27.3066803418085, 27.3066646598615, 27.2615235433289, 27.2615391951132))
LM.O.12	426	05/12/25	lumdung	gh,rnh	2	15	logging, hunting	cane collection, hunt	0	1	30	na	na	jhum	logging	plantation	jhum	NA	NA	yes	yes	NA	yes	casque, feathers	traditional head-gear	NA	m	35	nyishi	NA	3	23727.3356350942	983.078902768188	0-1000m	22.647972479298588	18.835257617007407	172.79666776076647	list(c(93.0182682558757, 93.0182755794872, 93.0688088767376, 93.0687811308711, 93.0182682558757, 27.2615391951132, 27.3066803418085, 27.3066646598615, 27.2615235433289, 27.2615391951132))
LM.O.13	426	05/12/25	lumdung	gh,rnh	2	35	logging, hunting	cane collection, hunt	0	1	6	1	48	jhum	logging	plantation	jhum	NA	NA	yes	yes	NA	yes	NA	NA	NA	m	50	nyishi	NA	3	23727.3356350942	983.078902768188	0-1000m	22.647972479298588	18.835257617007407	172.79666776076647	list(c(93.0182682558757, 93.0182755794872, 93.0688088767376, 93.0687811308711, 93.0182682558757, 27.2615391951132, 27.3066803418085, 27.3066646598615, 27.2615235433289, 27.2615391951132))
