interview.id	grid.id	date	location	sps.known	confidence.indv	exp.indv	purpose.visit.24	purpose.visit.04	dist.to.grid	proportion.grid.24	frequency.visits.24	proportion.grid.04	frequency.visits.04	activity1.grid.24	activity2.grid.24	activity3.grid.24	activity1.grid.04	activity2.grid.04	activity3.grid.04	hunting.24	hunting.04	food.trees	meat.eaten	body.parts	use.body.parts	season.hunting	gender.respondent	age.respondent	ethnicity.respondent	Comments	replicates	road_length	mean_elev	elev_band	canopy_height	slope	aspect	geometry
SG.O.11	431	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	1	24	1	24	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2013.60341472601	2000-2500m	32.03194427550283	21.306387614350513	162.5166059986609	list(c(93.2708315066632, 93.2709409395973, 93.3214734350528, 93.321343581254, 93.2708315066632, 27.2612786458799, 27.3064192904688, 27.3063122888106, 27.2611718500281, 27.2612786458799))
SG.O.12	431	13/1/26	sango	wh,rnh	2	30	hunting, mithun herding	hunting, mithun herding	0	1	24	1	24	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	0	2013.60341472601	2000-2500m	32.03194427550283	21.306387614350513	162.5166059986609	list(c(93.2708315066632, 93.2709409395973, 93.3214734350528, 93.321343581254, 93.2708315066632, 27.2612786458799, 27.3064192904688, 27.3063122888106, 27.2611718500281, 27.2612786458799))
SG.O.21	431	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	03/04/26	2	1	4	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2013.60341472601	2000-2500m	32.03194427550283	21.306387614350513	162.5166059986609	list(c(93.2708315066632, 93.2709409395973, 93.3214734350528, 93.321343581254, 93.2708315066632, 27.2612786458799, 27.3064192904688, 27.3063122888106, 27.2611718500281, 27.2612786458799))
TM.O.11	438	23/2/26	tameng	rnh, gh	2	40	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	50	1	100	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	teeta chapa, sanchar, bonsam, anga	y	beak, feathers	pudum	NA	m	60	nyishi	NA	4	10412.1489199315	1303.31104027269	1000-2000m	28.36245277124922	25.128737092539843	160.61325911098663	list(c(93.6244079965503, 93.6246603615847, 93.6751897294533, 93.6749169489775, 93.6244079965503, 27.2601483061356, 27.305286772465, 27.3050519410157, 27.2599139263504, 27.2601483061356))
TM.O.12	438	23/2/26	tameng	rnh, gh	2	20	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	50	03/04/26	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	10412.1489199315	1303.31104027269	1000-2000m	28.36245277124922	25.128737092539843	160.61325911098663	list(c(93.6244079965503, 93.6246603615847, 93.6751897294533, 93.6749169489775, 93.6244079965503, 27.2601483061356, 27.305286772465, 27.3050519410157, 27.2599139263504, 27.2601483061356))
TM.O.13	438	23/2/26	tameng	rnh, gh	2	20	agriculture, mithun herding	agriculture, mithun herding	1	1	50	1	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	10412.1489199315	1303.31104027269	1000-2000m	28.36245277124922	25.128737092539843	160.61325911098663	list(c(93.6244079965503, 93.6246603615847, 93.6751897294533, 93.6749169489775, 93.6244079965503, 27.2601483061356, 27.305286772465, 27.3050519410157, 27.2599139263504, 27.2601483061356))
TM.O.14	438	23/2/26	tameng	rnh, gh	2	20	agriculture, mithun herding	agriculture, mithun herding	1	1	50	1	100	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	10412.1489199315	1303.31104027269	1000-2000m	28.36245277124922	25.128737092539843	160.61325911098663	list(c(93.6244079965503, 93.6246603615847, 93.6751897294533, 93.6749169489775, 93.6244079965503, 27.2601483061356, 27.305286772465, 27.3050519410157, 27.2599139263504, 27.2601483061356))
TM.O.11	439	23/2/26	tameng	rnh, gh	2	40	resident	resident	0	1	100	1	100	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	4	3305.08606546336	1364.76213043751	1000-2000m	29.33678124391319	27.365777795315594	200.43977794032608	list(c(93.6749169489775, 93.6751897294533, 93.7257184596036, 93.7254252647921, 93.6749169489775, 27.2599139263504, 27.3050519410157, 27.3047988509892, 27.2596613231036, 27.2599139263504))
TM.O.12	439	23/2/26	tameng	rnh, gh	2	20	resident	resident	0	1	100	1	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	3305.08606546336	1364.76213043751	1000-2000m	29.33678124391319	27.365777795315594	200.43977794032608	list(c(93.6749169489775, 93.6751897294533, 93.7257184596036, 93.7254252647921, 93.6749169489775, 27.2599139263504, 27.3050519410157, 27.3047988509892, 27.2596613231036, 27.2599139263504))
TM.O.13	439	23/2/26	tameng	rnh, gh	2	20	resident	resident	0	01/02/26	100	03/04/26	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	3305.08606546336	1364.76213043751	1000-2000m	29.33678124391319	27.365777795315594	200.43977794032608	list(c(93.6749169489775, 93.6751897294533, 93.7257184596036, 93.7254252647921, 93.6749169489775, 27.2599139263504, 27.3050519410157, 27.3047988509892, 27.2596613231036, 27.2599139263504))
TM.O.14	439	23/2/26	tameng	rnh, gh	2	20	resident	resident	0	1	100	1	100	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	4	3305.08606546336	1364.76213043751	1000-2000m	29.33678124391319	27.365777795315594	200.43977794032608	list(c(93.6749169489775, 93.6751897294533, 93.7257184596036, 93.7254252647921, 93.6749169489775, 27.2599139263504, 27.3050519410157, 27.3047988509892, 27.2596613231036, 27.2599139263504))
SG.O.11	486	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	03/04/26	4	03/04/26	4	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2215.07833713055	2000-2500m	32.18260752530464	18.09441318243748	176.5664069274556	list(c(93.2709409395973, 93.2710506283792, 93.3216035924412, 93.3214734350528, 93.2709409395973, 27.3064192904688, 27.3515596430745, 27.3514524354475, 27.3063122888106, 27.3064192904688))
SG.O.12	486	13/1/26	sango	wh,rnh	2	30	hunting, mithun herding	hunting, mithun herding	0	03/04/26	4	03/04/26	4	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	0	2215.07833713055	2000-2500m	32.18260752530464	18.09441318243748	176.5664069274556	list(c(93.2709409395973, 93.2710506283792, 93.3216035924412, 93.3214734350528, 93.2709409395973, 27.3064192904688, 27.3515596430745, 27.3514524354475, 27.3063122888106, 27.3064192904688))
SG.O.21	486	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	03/04/26	2	1	4	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2215.07833713055	2000-2500m	32.18260752530464	18.09441318243748	176.5664069274556	list(c(93.2709409395973, 93.2710506283792, 93.3216035924412, 93.3214734350528, 93.2709409395973, 27.3064192904688, 27.3515596430745, 27.3514524354475, 27.3063122888106, 27.3064192904688))
SG.O.11	487	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	01/02/26	2	01/02/26	2	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	chiri, nakar, sanchar, jaago, tange, tak-lalan, tokko	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2079.47793609943	2000-2500m	31.945697170873157	20.726595559567293	200.7019965822624	list(c(93.3214734350528, 93.3216035924412, 93.3721562523858, 93.3720056269191, 93.3214734350528, 27.3063122888106, 27.3514524354475, 27.351326929606, 27.3061870240921, 27.3063122888106))
SG.O.12	487	13/1/26	sango	wh,rnh	2	30	hunting, mithun herding	hunting, mithun herding	0	01/02/26	2	01/02/26	2	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	3	0	2079.47793609943	2000-2500m	31.945697170873157	20.726595559567293	200.7019965822624	list(c(93.3214734350528, 93.3216035924412, 93.3721562523858, 93.3720056269191, 93.3214734350528, 27.3063122888106, 27.3514524354475, 27.351326929606, 27.3061870240921, 27.3063122888106))
SG.O.21	487	13/1/26	sango	wh,rnh	2	40	hunting, mithun herding	hunting, mithun herding	0	03/04/26	2	1	4	jhum	forest department plantation	cardamom	jhum	forest department plantation	cardamom	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3	0	2079.47793609943	2000-2500m	31.945697170873157	20.726595559567293	200.7019965822624	list(c(93.3214734350528, 93.3216035924412, 93.3721562523858, 93.3720056269191, 93.3214734350528, 27.3063122888106, 27.3514524354475, 27.351326929606, 27.3061870240921, 27.3063122888106))
LB.O.1	520	29/11/25	lubrang	none	2	40	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	60	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
LB.O.1	520	29/11/25	lubrang	none	2	40	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	60	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
LB.O.2	520	29/11/25	lubrang	none	2	50	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	70	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
LB.O.2	520	29/11/25	lubrang	none	2	50	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	70	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
LB.O.3	520	29/11/25	lubrang	none	2	50	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	71	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
LB.O.3	520	29/11/25	lubrang	none	2	50	yak herding	yak herding	0	1	100	1	100	yak herding	apple farm	NA	yak herding	apple farm	NA	no	no	na	na	no	no	no	m	71	monpa	NA	3	29555.1379763012	2341.27648949783	2000-2500m	30.465015849243393	25.208594384420593	173.1005684040335	list(c(92.1589052786737, 92.1585638968592, 92.2091319586579, 92.2094528334654, 92.1589052786737, 27.3492886823577, 27.3944243762909, 27.3947202784076, 27.3495840166466, 27.3492886823577))
KH.O.1	528	02/12/25	Khellong	none	2	20	mithun herding	mithun herding	0	1	12	1	12	pine resin tapping	NA	NA	pine resin tapping	NA	NA	0	0	don't know	no	na	na	na	m	43	Shajalong	NA	4	26964.7345636412	1579.08379888268	1000-2000m	25.181454889655193	23.312994650768534	192.72425928523072	list(c(92.5633039825439, 92.5631266886074, 92.613699403515, 92.6138561823518, 92.5633039825439, 27.3511391421867, 27.3962783939764, 27.3964276582261, 27.3512881199936, 27.3511391421867))
KH.O.2	528	02/12/25	Khellong	rnh, oph	1	22	timepass	timepass	5	03/04/26	2	03/04/26	3	settled agriculture	NA	NA	settled agriculture	NA	NA	0	No	don't know	NA	NA	NA	NA	m	42	Shajalong	No hunting because low numbers	4	26964.7345636412	1579.08379888268	1000-2000m	25.181454889655193	23.312994650768534	192.72425928523072	list(c(92.5633039825439, 92.5631266886074, 92.613699403515, 92.6138561823518, 92.5633039825439, 27.3511391421867, 27.3962783939764, 27.3964276582261, 27.3512881199936, 27.3511391421867))
KH.O.3	528	02/12/25	Khellong	rnh, oph	2	30	mithun herding, timepass	mithun herding, timepass	0	1	50	na	na	pine resin tapping	jhum	NA	pine resin tapping	jhum	NA	NA	NA	don't know	NA	NA	NA	NA	m	52	Shajalong	No hunting because low numbers	4	26964.7345636412	1579.08379888268	1000-2000m	25.181454889655193	23.312994650768534	192.72425928523072	list(c(92.5633039825439, 92.5631266886074, 92.613699403515, 92.6138561823518, 92.5633039825439, 27.3511391421867, 27.3962783939764, 27.3964276582261, 27.3512881199936, 27.3511391421867))
NJ.O.1	528	02/12/25	Nijum	none	2	14	mithun herding	mithun herding	5	03/04/26	12	na	na	agriculture	jhum	wood collection	agriculture	jhum	wood collection	don't know	don't know	dalan, brugangi	na	na	na	na	m	32	Shajalong	dalan - wild avocado (hornbill may eat), Brugongi (check spelling pls) - red, small, round seed, similar to dabor	4	26964.7345636412	1579.08379888268	1000-2000m	25.181454889655193	23.312994650768534	192.72425928523072	list(c(92.5633039825439, 92.5631266886074, 92.613699403515, 92.6138561823518, 92.5633039825439, 27.3511391421867, 27.3962783939764, 27.3964276582261, 27.3512881199936, 27.3511391421867))
KH.O.1	529	02/12/25	Khellong	none	2	20	mithun herding	mithun herding	5	1	12	1	12	pine resin tapping	NA	NA	pine resin tapping	NA	NA	0	0	don't know	no	na	na	na	m	43	Shajalong	NA	4	3021.3870412874	1852.20604481828	1000-2000m	33.937881630455905	29.74961493742315	200.22956291578592	list(c(92.6138561823518, 92.613699403515, 92.6642724845231, 92.6644087476233, 92.6138561823518, 27.3512881199936, 27.3964276582261, 27.3965585896656, 27.3514188001708, 27.3512881199936))
KH.O.2	529	02/12/25	Khellong	rnh, oph	1	22	timepass	timepass	0	1	12	1	12	settled agriculture	NA	NA	settled agriculture	NA	NA	0	Yes	don't know	yes	beak	ritual, meat	opportunistic, out of breeding season	m	42	Shajalong	No hunting because low numbers	4	3021.3870412874	1852.20604481828	1000-2000m	33.937881630455905	29.74961493742315	200.22956291578592	list(c(92.6138561823518, 92.613699403515, 92.6642724845231, 92.6644087476233, 92.6138561823518, 27.3512881199936, 27.3964276582261, 27.3965585896656, 27.3514188001708, 27.3512881199936))
KH.O.3	529	02/12/25	Khellong	rnh, oph	2	30	mithun herding, timepass	mithun herding, timepass	5	1	24	1	30	pine resin tapping	jhum	NA	pine resin tapping	jhum	NA	no	no	don't know	na	na	na	na	m	52	Shajalong	No hunting because low numbers	4	3021.3870412874	1852.20604481828	1000-2000m	33.937881630455905	29.74961493742315	200.22956291578592	list(c(92.6138561823518, 92.613699403515, 92.6642724845231, 92.6644087476233, 92.6138561823518, 27.3512881199936, 27.3964276582261, 27.3965585896656, 27.3514188001708, 27.3512881199936))
NJ.O.1	529	02/12/25	Nijum	none	2	14	mithun herding	mithun herding	0	1	30	na	na	agriculture	jhum	wood collection	agriculture	jhum	wood collection	don't know	don't know	dalan, brugangi	na	na	na	na	m	32	Shajalong	NA	4	3021.3870412874	1852.20604481828	1000-2000m	33.937881630455905	29.74961493742315	200.22956291578592	list(c(92.6138561823518, 92.613699403515, 92.6642724845231, 92.6644087476233, 92.6138561823518, 27.3512881199936, 27.3964276582261, 27.3965585896656, 27.3514188001708, 27.3512881199936))
PN.O.11	550	22/2/26	peni	gh, wh, rnh	2	20	resident	resident	0	1	50	1	50	forest	cardamom plantation	jhum	forest	jhum	NA	no	no	NA	sanchar, rasa, tek lele, tanyak, leelu, rasa	casque	in traditional attire (pudum)	NA	m	40	nyishi	NA	4	24269.0273083157	919.106738241628	0-1000m	25.667380256462945	24.479925523277544	181.9449111891004	list(c(93.7260123398545, 93.7263069067371, 93.7768759209758, 93.7765608454298, 93.7260123398545, 27.3499360844336, 27.3950730231056, 27.39480063038, 27.3496642144253, 27.3499360844336))
PN.O.12	550	22/2/26	peni	gh, wh, rnh	2	40	resident	resident	0	1	50	1	50	forest	cardamom plantation	jhum	forest	jhum	NA	no	no	NA	NA	NA	NA	NA	m	60	nyishi	NA	4	24269.0273083157	919.106738241628	0-1000m	25.667380256462945	24.479925523277544	181.9449111891004	list(c(93.7260123398545, 93.7263069067371, 93.7768759209758, 93.7765608454298, 93.7260123398545, 27.3499360844336, 27.3950730231056, 27.39480063038, 27.3496642144253, 27.3499360844336))
PN.O.13	550	22/2/26	peni	gh, wh, rnh	2	26	resident	resident	0	1	50	1	50	forest	cardamom plantation	jhum	forest	jhum	NA	no	no	NA	NA	NA	NA	NA	m	46	nyishi	NA	4	24269.0273083157	919.106738241628	0-1000m	25.667380256462945	24.479925523277544	181.9449111891004	list(c(93.7260123398545, 93.7263069067371, 93.7768759209758, 93.7765608454298, 93.7260123398545, 27.3499360844336, 27.3950730231056, 27.39480063038, 27.3496642144253, 27.3499360844336))
PN.O.14	550	22/2/25	peni	gh, wh, rnh	2	60	resident	resident	0	1	50	1	50	forest	cardamom plantation	jhum	forest	jhum	NA	no	no	NA	NA	NA	NA	NA	m	80	nyishi	NA	4	24269.0273083157	919.106738241628	0-1000m	25.667380256462945	24.479925523277544	181.9449111891004	list(c(93.7260123398545, 93.7263069067371, 93.7768759209758, 93.7765608454298, 93.7260123398545, 27.3499360844336, 27.3950730231056, 27.39480063038, 27.3496642144253, 27.3499360844336))
SH.O.11	553	23/2/26	sher	gh, wh	2	40	resident	resident	0	1	4	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	teeta chapa, sanchar, bonsam, anga	y	beak, feathers	pudum	NA	m	60	nyishi	NA	4	8213.91548537418	710.982803283293	0-1000m	31.55376718394069	29.27611555805284	191.51021996654833	list(c(93.8776556054934, 93.8780116944445, 93.9285783579218, 93.9282017643955, 93.8776556054934, 27.349065599889, 27.394200864912, 27.3938734943049, 27.3487388574909, 27.349065599889))
SH.O.12	553	23/2/26	sher	gh, wh	2	60	resident	resident	0	na	na	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	80	nyishi	NA	4	8213.91548537418	710.982803283293	0-1000m	31.55376718394069	29.27611555805284	191.51021996654833	list(c(93.8776556054934, 93.8780116944445, 93.9285783579218, 93.9282017643955, 93.8776556054934, 27.349065599889, 27.394200864912, 27.3938734943049, 27.3487388574909, 27.349065599889))
SH.O.13	553	23/2/26	sher	gh, wh	2	40	resident	resident	0	01/02/26	50	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	4	8213.91548537418	710.982803283293	0-1000m	31.55376718394069	29.27611555805284	191.51021996654833	list(c(93.8776556054934, 93.8780116944445, 93.9285783579218, 93.9282017643955, 93.8776556054934, 27.349065599889, 27.394200864912, 27.3938734943049, 27.3487388574909, 27.349065599889))
SH.O.14	553	23/2/26	sher	gh, wh	2	5	resident	resident	0	01/02/26	50	na	na	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	25	nyishi	NA	4	8213.91548537418	710.982803283293	0-1000m	31.55376718394069	29.27611555805284	191.51021996654833	list(c(93.8776556054934, 93.8780116944445, 93.9285783579218, 93.9282017643955, 93.8776556054934, 27.349065599889, 27.394200864912, 27.3938734943049, 27.3487388574909, 27.349065599889))
SH.O.11	554	23/2/26	sher	gh, wh	2	40	resident	resident	0	1	4	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	4	8695.63285512387	596.692329420626	0-1000m	28.00039419715722	23.424727090767885	184.13299771195003	list(c(93.9282017643955, 93.9285783579218, 93.979144142067, 93.9787470454946, 93.9282017643955, 27.3487388574909, 27.3938734943049, 27.3935277999812, 27.3483938265347, 27.3487388574909))
SH.O.12	554	23/2/26	sher	gh, wh	2	60	resident	resident	0	na	na	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	80	nyishi	NA	4	8695.63285512387	596.692329420626	0-1000m	28.00039419715722	23.424727090767885	184.13299771195003	list(c(93.9282017643955, 93.9285783579218, 93.979144142067, 93.9787470454946, 93.9282017643955, 27.3487388574909, 27.3938734943049, 27.3935277999812, 27.3483938265347, 27.3487388574909))
SH.O.13	554	23/2/26	sher	gh, wh	2	40	resident	resident	0	01/02/26	50	1	50	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	4	8695.63285512387	596.692329420626	0-1000m	28.00039419715722	23.424727090767885	184.13299771195003	list(c(93.9282017643955, 93.9285783579218, 93.979144142067, 93.9787470454946, 93.9282017643955, 27.3487388574909, 27.3938734943049, 27.3935277999812, 27.3483938265347, 27.3487388574909))
SH.O.14	554	23/2/26	sher	gh, wh	2	5	resident	resident	0	01/02/26	50	na	na	jhum	forest	timber plantation	jhum	forest	orange plantation	yes	yes	NA	NA	NA	NA	NA	m	25	nyishi	NA	4	8695.63285512387	596.692329420626	0-1000m	28.00039419715722	23.424727090767885	184.13299771195003	list(c(93.9282017643955, 93.9285783579218, 93.979144142067, 93.9787470454946, 93.9282017643955, 27.3487388574909, 27.3938734943049, 27.3935277999812, 27.3483938265347, 27.3487388574909))
PM.O.11	580	27/2/26	paimori	gh,rnh,oph	2	30	resident	resident	0	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	50	galo	NA	3	27746.7167965191	1717.64258364196	1000-2000m	29.656039059217527	30.16545957940775	203.62559772338537	list(c(92.5125543877042, 92.5123561174818, 92.5629489806661, 92.5631266886074, 92.5125543877042, 27.3961107974478, 27.4412494340887, 27.4414173524942, 27.3962783939764, 27.3961107974478))
PM.O.12	580	27/2/26	paimori	gh,rnh,oph	2	35	resident	resident	0	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	55	galo	NA	3	27746.7167965191	1717.64258364196	1000-2000m	29.656039059217527	30.16545957940775	203.62559772338537	list(c(92.5125543877042, 92.5123561174818, 92.5629489806661, 92.5631266886074, 92.5125543877042, 27.3961107974478, 27.4412494340887, 27.4414173524942, 27.3962783939764, 27.3961107974478))
PM.O.13	580	27/2/26	paimori	gh,rnh,oph	2	40	resident	resident	0	1	100	1	100	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3	27746.7167965191	1717.64258364196	1000-2000m	29.656039059217527	30.16545957940775	203.62559772338537	list(c(92.5125543877042, 92.5123561174818, 92.5629489806661, 92.5631266886074, 92.5125543877042, 27.3961107974478, 27.4412494340887, 27.4414173524942, 27.3962783939764, 27.3961107974478))
JC.O.1	584	03/12/25	Janaching	rnh, gh	2	30	jhum agriculture	mithun herding	0	1	24	1	24	forest	logging	elaichi farming	dhan	forest	logging	no	yes	talong (wild avocado)	yes	casque	traditions	not in breeding	m	50	Shajalong	NA	5	28346.270668059	1632.48214173624	1000-2000m	30.92163532593578	24.45609385412469	132.4147534030945	list(c(92.7148458837258, 92.7147298666283, 92.7653241007874, 92.7654195532155, 92.7148458837258, 27.3966711878284, 27.4418109007287, 27.441905346255, 27.3967654523137, 27.3966711878284))
JC.O.2	584	03/12/25	Janaching	rnh, gh	2	40	logging, cane harvestm jhum	logging, cane harvestm jhum	0	1	6	0	0	logging	cane harvesting	jhum	logging	cane harvesting	jhum	no	yes	don't know	NA	NA	NA	NA	m	66	Shajalong	rnh - roost here but often seen flying in pairs	5	28346.270668059	1632.48214173624	1000-2000m	30.92163532593578	24.45609385412469	132.4147534030945	list(c(92.7148458837258, 92.7147298666283, 92.7653241007874, 92.7654195532155, 92.7148458837258, 27.3966711878284, 27.4418109007287, 27.441905346255, 27.3967654523137, 27.3966711878284))
JC.O.3	584	03/12/25	Janaching	gh, wh, oph, rnh	2	10	agriculture	na	0	01/02/26	4	na	na	agriculture	NA	NA	na	na	na	yes	yes	don't know	NA	NA	NA	NA	m	25	Shajalong	NA	5	28346.270668059	1632.48214173624	1000-2000m	30.92163532593578	24.45609385412469	132.4147534030945	list(c(92.7148458837258, 92.7147298666283, 92.7653241007874, 92.7654195532155, 92.7148458837258, 27.3966711878284, 27.4418109007287, 27.441905346255, 27.3967654523137, 27.3966711878284))
SK.O.1	584	03/12/25	Sekang	gh, rnh	2	30	mithun herding, hunting	mithun herding, hunting	16	03/04/26	150	03/04/26	100	primary forest	jhum	NA	primary forest	jhum	NA	yes	no	newbhew, bomchum, gyanre, talang	yes	female, beak	traditional decor, oil	jan, feb	m	50	shajalong	NA	5	28346.270668059	1632.48214173624	1000-2000m	30.92163532593578	24.45609385412469	132.4147534030945	list(c(92.7148458837258, 92.7147298666283, 92.7653241007874, 92.7654195532155, 92.7148458837258, 27.3966711878284, 27.4418109007287, 27.441905346255, 27.3967654523137, 27.3966711878284))
SK.O.2	584	03/12/25	Sekang	gh, rnh	2	13	agriculture	na	16	01/02/26	1	na	na	primary forest	jhum	NA	na	na	NA	yes	no	talang (wild avocado)	NA	NA	NA	NA	m	27	puroik	NA	5	28346.270668059	1632.48214173624	1000-2000m	30.92163532593578	24.45609385412469	132.4147534030945	list(c(92.7148458837258, 92.7147298666283, 92.7653241007874, 92.7654195532155, 92.7148458837258, 27.3966711878284, 27.4418109007287, 27.441905346255, 27.3967654523137, 27.3966711878284))
PC.O.1	643	07/01/26	pachi	wh,rnh,gh	2	25	agriculture, mithun herding	agriculture, mithun herding	0	1	30	1	40	forest	jhum	plantation	forest	jhum	plantation	yes	yes	laa(dhuna), sangkjya, panpu	NA	NA	NA	NA	m	45	nyishi	NA	3	20343.9430427442	857.864298867077	0-1000m	22.91375244069308	23.536468660236185	206.29246295188625	list(c(93.0182976531747, 93.0183050454545, 93.0689205100212, 93.0688925040013, 93.0182976531747, 27.4421020310778, 27.4872420094864, 27.4872262066499, 27.4420862584996, 27.4421020310778))
PC.O.2	643	08/01/26	pachi	wh,rnh,gh	2	45	agriculture, mithun herding	agriculture, mithun herding	0	1	50	1	50	forest	jhum	plantation	forest	jhum	plantation	yes	yes	sankran, tanyak (khari), balum (lichipoma), lua	yes	gh beak used in pudum	NA	NA	m	75	nyishi	NA	3	20343.9430427442	857.864298867077	0-1000m	22.91375244069308	23.536468660236185	206.29246295188625	list(c(93.0182976531747, 93.0183050454545, 93.0689205100212, 93.0688925040013, 93.0182976531747, 27.4421020310778, 27.4872420094864, 27.4872262066499, 27.4420862584996, 27.4421020310778))
