"interview.id"	"grid.id"	"date"	"location"	"sps.known"	"confidence.indv"	"exp.indv"	"purpose.visit.24"	"purpose.visit.04"	"dist.to.grid"	"proportion.grid.24"	"frequency.visits.24"	"proportion.grid.04"	"frequency.visits.04"	"activity1.grid.24"	"activity2.grid.24"	"activity3.grid.24"	"activity1.grid.04"	"activity2.grid.04"	"activity3.grid.04"	"hunting.24"	"hunting.04"	"food.trees"	"meat.eaten"	"body.parts"	"use.body.parts"	"season.hunting"	"gender.respondent"	"age.respondent"	"ethnicity.respondent"	"Comments"	"replicates"	"road_length"	"mean_elev"	"elev_band"	"geometry"
"93"	"BN.O.11"	423	"05/12/25"	"kadeya"	"gh,rnh,oph"	2	25	"hunt, mithun herding"	"hunt, mithun herding"	"0"	"1"	"30"	"1"	"30"	"jhum"	"Orange"	"duabanga plantation"	"jhum"	"Orange"	"duabanga plantation"	"yes"	"yes"	"Tapong (wild avocado), Dinjong, Dhuna, Mekai, Pondon"	"yes"	"casque"	"sell casque of GH to Nyishi for 10,000 per unit, and meat for 2500 per kg. Body oil used for joint pain"	"not hunted in the nesting season"	"m"	50	"aka"	NA	4	19909.9379748409	638.472694746093	"0-1000m"	"list(c(92.8667297, 92.8666758, 92.917209, 92.9172425, 92.8667297, 27.2614768, 27.3066178, 27.3066569, 27.2615158, 27.2614768))"
"94"	"BN.O.12"	423	"05/12/25"	"kadeya"	"gh,rnh,oph"	2	30	"hunt, mithun herding"	"hunt, mithun herding"	"6"	"03/04/26"	"30"	"03/04/26"	"30"	"jhum"	"Orange"	"duabanga plantation"	"jhum"	"Orange"	"duabanga plantation"	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	40	"aka"	NA	4	19909.9379748409	638.472694746093	"0-1000m"	"list(c(92.8667297, 92.8666758, 92.917209, 92.9172425, 92.8667297, 27.2614768, 27.3066178, 27.3066569, 27.2615158, 27.2614768))"
"95"	"BN.O.13"	423	"05/12/25"	"kadeya"	"gh,rnh,oph"	2	35	"agriculture, mithun herding"	"agriculture, mithun herding"	"0"	"1"	"12"	"1"	"12"	"jhum"	"Orange"	"duabanga plantation"	"jhum"	"Orange"	"duabanga plantation"	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	50	"aka"	NA	4	19909.9379748409	638.472694746093	"0-1000m"	"list(c(92.8667297, 92.8666758, 92.917209, 92.9172425, 92.8667297, 27.2614768, 27.3066178, 27.3066569, 27.2615158, 27.2614768))"
"96"	"BN.O.14"	423	"05/12/25"	"kadeya"	"gh,rnh,oph"	2	35	"agriculture, mithun herding"	"agriculture, mithun herding"	"1"	"03/04/26"	"12"	"03/04/26"	"12"	"jhum"	"Orange"	"duabanga plantation"	"jhum"	"Orange"	"duabanga plantation"	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	50	"nyishi"	NA	4	19909.9379748409	638.472694746093	"0-1000m"	"list(c(92.8667297, 92.8666758, 92.917209, 92.9172425, 92.8667297, 27.2614768, 27.3066178, 27.3066569, 27.2615158, 27.2614768))"
"97"	"LL.O.82"	424	"08/01/26"	"champing"	"gh, rnh"	2	20	"mithun herding, bamboo collection"	"mithun herding, bamboo collection"	"1"	"1"	"25"	"1"	"25"	"forest"	"jhum"	"plantation"	"forest"	"jhum"	"plantation"	"no"	"yes"	"sangrik, dabou"	"yes"	NA	NA	NA	"m"	40	"nyishi"	NA	3	12221.6690659806	655.193062744603	"0-1000m"	"list(c(92.9172425, 92.917209, 92.9677423, 92.9677554, 92.9172425, 27.2615158, 27.3066569, 27.3066778, 27.2615366, 27.2615158))"
"98"	"CH.O.3"	424	"07/01/26"	"champing"	"gh, rnh"	2	20	"mithun herding"	"mithun herding, bamboo collection"	"1"	"03/04/26"	"3"	"1"	"5"	"forest"	"jhum"	"plantation"	"forest"	"jhum"	"plantation"	"no"	"yes"	"peepal"	NA	NA	NA	NA	"m"	41	"nyishi"	NA	3	12221.6690659806	655.193062744603	"0-1000m"	"list(c(92.9172425, 92.917209, 92.9677423, 92.9677554, 92.9172425, 27.2615158, 27.3066569, 27.3066778, 27.2615366, 27.2615158))"
"99"	"CH.O.4"	424	"07/01/26"	"champing"	"gh, rnh"	2	20	"mithun herding"	"mithun herding, bamboo collection"	"1"	"03/04/26"	"3"	"1"	"5"	"forest"	"jhum"	"plantation"	"forest"	"jhum"	"plantation"	"no"	"yes"	"peepal"	NA	NA	NA	NA	"m"	39	"nyishi"	NA	3	12221.6690659806	655.193062744603	"0-1000m"	"list(c(92.9172425, 92.917209, 92.9677423, 92.9677554, 92.9172425, 27.2615158, 27.3066569, 27.3066778, 27.2615366, 27.2615158))"
"100"	"LM.O.11"	426	"05/12/25"	"lumdung"	"gh,rnh"	2	20	"logging, hunting"	"cane collection, hunt"	"0"	"1"	"3"	"1"	"6"	"jhum"	"logging"	"plantation"	"jhum"	NA	NA	"yes"	"yes"	"tanyak, sankya, sanchar, kaso, chyi"	"yes"	NA	NA	NA	"m"	29	"nyishi"	NA	3	23727.3356350942	983.078902768188	"0-1000m"	"list(c(93.0182683, 93.0182756, 93.0688089, 93.0687811, 93.0182683, 27.2615392, 27.3066803, 27.3066647, 27.2615235, 27.2615392))"
"101"	"LM.O.12"	426	"05/12/25"	"lumdung"	"gh,rnh"	2	15	"logging, hunting"	"cane collection, hunt"	"0"	"1"	"30"	"na"	"na"	"jhum"	"logging"	"plantation"	"jhum"	NA	NA	"yes"	"yes"	NA	"yes"	"casque, feathers"	"traditional head-gear"	NA	"m"	35	"nyishi"	NA	3	23727.3356350942	983.078902768188	"0-1000m"	"list(c(93.0182683, 93.0182756, 93.0688089, 93.0687811, 93.0182683, 27.2615392, 27.3066803, 27.3066647, 27.2615235, 27.2615392))"
"102"	"LM.O.13"	426	"05/12/25"	"lumdung"	"gh,rnh"	2	35	"logging, hunting"	"cane collection, hunt"	"0"	"1"	"6"	"1"	"48"	"jhum"	"logging"	"plantation"	"jhum"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	50	"nyishi"	NA	3	23727.3356350942	983.078902768188	"0-1000m"	"list(c(93.0182683, 93.0182756, 93.0688089, 93.0687811, 93.0182683, 27.2615392, 27.3066803, 27.3066647, 27.2615235, 27.2615392))"
"103"	"SG.O.11"	431	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"1"	"24"	"1"	"24"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2013.60341472601	"2000-2500m"	"list(c(93.2708315, 93.2709409, 93.3214734, 93.3213436, 93.2708315, 27.2612786, 27.3064193, 27.3063123, 27.2611719, 27.2612786))"
"104"	"SG.O.12"	431	"13/1/26"	"sango"	"wh,rnh"	2	30	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"1"	"24"	"1"	"24"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	0	2013.60341472601	"2000-2500m"	"list(c(93.2708315, 93.2709409, 93.3214734, 93.3213436, 93.2708315, 27.2612786, 27.3064193, 27.3063123, 27.2611719, 27.2612786))"
"105"	"SG.O.21"	431	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"03/04/26"	"2"	"1"	"4"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2013.60341472601	"2000-2500m"	"list(c(93.2708315, 93.2709409, 93.3214734, 93.3213436, 93.2708315, 27.2612786, 27.3064193, 27.3063123, 27.2611719, 27.2612786))"
"106"	"TM.O.11"	438	"23/2/26"	"tameng"	"rnh, gh"	2	40	"agriculture, mithun herding"	"agriculture, mithun herding"	"1"	"03/04/26"	"50"	"1"	"100"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	"teeta chapa, sanchar, bonsam, anga"	"y"	"beak, feathers"	"pudum"	NA	"m"	60	"nyishi"	NA	4	10412.1489199315	1303.31104027269	"1000-2000m"	"list(c(93.624408, 93.6246604, 93.6751897, 93.6749169, 93.624408, 27.2601483, 27.3052868, 27.3050519, 27.2599139, 27.2601483))"
"107"	"TM.O.12"	438	"23/2/26"	"tameng"	"rnh, gh"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding"	"1"	"03/04/26"	"50"	"03/04/26"	"50"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	10412.1489199315	1303.31104027269	"1000-2000m"	"list(c(93.624408, 93.6246604, 93.6751897, 93.6749169, 93.624408, 27.2601483, 27.3052868, 27.3050519, 27.2599139, 27.2601483))"
"108"	"TM.O.13"	438	"23/2/26"	"tameng"	"rnh, gh"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding"	"1"	"1"	"50"	"1"	"50"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	10412.1489199315	1303.31104027269	"1000-2000m"	"list(c(93.624408, 93.6246604, 93.6751897, 93.6749169, 93.624408, 27.2601483, 27.3052868, 27.3050519, 27.2599139, 27.2601483))"
"109"	"TM.O.14"	438	"23/2/26"	"tameng"	"rnh, gh"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding"	"1"	"1"	"50"	"1"	"100"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	10412.1489199315	1303.31104027269	"1000-2000m"	"list(c(93.624408, 93.6246604, 93.6751897, 93.6749169, 93.624408, 27.2601483, 27.3052868, 27.3050519, 27.2599139, 27.2601483))"
"110"	"TM.O.11"	439	"23/2/26"	"tameng"	"rnh, gh"	2	40	"resident"	"resident"	"0"	"1"	"100"	"1"	"100"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	4	3305.08606546336	1364.76213043751	"1000-2000m"	"list(c(93.6749169, 93.6751897, 93.7257185, 93.7254253, 93.6749169, 27.2599139, 27.3050519, 27.3047989, 27.2596613, 27.2599139))"
"111"	"TM.O.12"	439	"23/2/26"	"tameng"	"rnh, gh"	2	20	"resident"	"resident"	"0"	"1"	"100"	"1"	"50"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	3305.08606546336	1364.76213043751	"1000-2000m"	"list(c(93.6749169, 93.6751897, 93.7257185, 93.7254253, 93.6749169, 27.2599139, 27.3050519, 27.3047989, 27.2596613, 27.2599139))"
"112"	"TM.O.13"	439	"23/2/26"	"tameng"	"rnh, gh"	2	20	"resident"	"resident"	"0"	"01/02/26"	"100"	"03/04/26"	"50"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	3305.08606546336	1364.76213043751	"1000-2000m"	"list(c(93.6749169, 93.6751897, 93.7257185, 93.7254253, 93.6749169, 27.2599139, 27.3050519, 27.3047989, 27.2596613, 27.2599139))"
"113"	"TM.O.14"	439	"23/2/26"	"tameng"	"rnh, gh"	2	20	"resident"	"resident"	"0"	"1"	"100"	"1"	"100"	"jhum"	"orange plantation"	"forest"	"jhum"	"orange plantation"	"forest"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	4	3305.08606546336	1364.76213043751	"1000-2000m"	"list(c(93.6749169, 93.6751897, 93.7257185, 93.7254253, 93.6749169, 27.2599139, 27.3050519, 27.3047989, 27.2596613, 27.2599139))"
"114"	"SG.O.11"	486	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"03/04/26"	"4"	"03/04/26"	"4"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2215.07833713055	"2000-2500m"	"list(c(93.316483, 93.3214734, 93.2709409, 93.2710506, 93.316483, 27.351354, 27.3063123, 27.3064193, 27.3515596, 27.351354))"
"115"	"SG.O.12"	486	"13/1/26"	"sango"	"wh,rnh"	2	30	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"03/04/26"	"4"	"03/04/26"	"4"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	0	2215.07833713055	"2000-2500m"	"list(c(93.316483, 93.3214734, 93.2709409, 93.2710506, 93.316483, 27.351354, 27.3063123, 27.3064193, 27.3515596, 27.351354))"
"116"	"SG.O.21"	486	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"03/04/26"	"2"	"1"	"4"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2215.07833713055	"2000-2500m"	"list(c(93.316483, 93.3214734, 93.2709409, 93.2710506, 93.316483, 27.351354, 27.3063123, 27.3064193, 27.3515596, 27.351354))"
"117"	"SG.O.11"	487	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"01/02/26"	"2"	"01/02/26"	"2"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	"chiri, nakar, sanchar, jaago, tange, tak-lalan, tokko"	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2079.47793609943	"2000-2500m"	"list(c(93.3314244, 93.3721563, 93.3720056, 93.3214734, 93.3314244, 27.3514141, 27.3513269, 27.306187, 27.3063123, 27.3514141))"
"118"	"SG.O.12"	487	"13/1/26"	"sango"	"wh,rnh"	2	30	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"01/02/26"	"2"	"01/02/26"	"2"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	0	2079.47793609943	"2000-2500m"	"list(c(93.3314244, 93.3721563, 93.3720056, 93.3214734, 93.3314244, 27.3514141, 27.3513269, 27.306187, 27.3063123, 27.3514141))"
"119"	"SG.O.21"	487	"13/1/26"	"sango"	"wh,rnh"	2	40	"hunting, mithun herding"	"hunting, mithun herding"	"0"	"03/04/26"	"2"	"1"	"4"	"jhum"	"forest department plantation"	"cardamom"	"jhum"	"forest department plantation"	"cardamom"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	2079.47793609943	"2000-2500m"	"list(c(93.3314244, 93.3721563, 93.3720056, 93.3214734, 93.3314244, 27.3514141, 27.3513269, 27.306187, 27.3063123, 27.3514141))"
"120"	"LB.O.1"	520	"29/11/25"	"lubrang"	"none"	2	40	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	60	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.1609197, 92.1609615, 92.1611037, 92.1609624, 92.1609197, 27.3613186, 27.3614136, 27.3613197, 27.3612859, 27.3613186))"
"121"	"LB.O.1"	520	"29/11/25"	"lubrang"	"none"	2	40	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	60	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.2093077, 92.1652175, 92.1585639, 92.209132, 92.2093077, 27.3677245, 27.3599196, 27.3944244, 27.3947203, 27.3677245))"
"122"	"LB.O.2"	520	"29/11/25"	"lubrang"	"none"	2	50	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	70	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.1609197, 92.1609615, 92.1611037, 92.1609624, 92.1609197, 27.3613186, 27.3614136, 27.3613197, 27.3612859, 27.3613186))"
"123"	"LB.O.2"	520	"29/11/25"	"lubrang"	"none"	2	50	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	70	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.2093077, 92.1652175, 92.1585639, 92.209132, 92.2093077, 27.3677245, 27.3599196, 27.3944244, 27.3947203, 27.3677245))"
"124"	"LB.O.3"	520	"29/11/25"	"lubrang"	"none"	2	50	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	71	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.1609197, 92.1609615, 92.1611037, 92.1609624, 92.1609197, 27.3613186, 27.3614136, 27.3613197, 27.3612859, 27.3613186))"
"125"	"LB.O.3"	520	"29/11/25"	"lubrang"	"none"	2	50	"yak herding"	"yak herding"	"0"	"1"	"100"	"1"	"100"	"yak herding"	"apple farm"	NA	"yak herding"	"apple farm"	NA	"no"	"no"	"na"	"na"	"no"	"no"	"no"	"m"	71	"monpa"	NA	3	29555.1379763012	2341.27648949783	"2000-2500m"	"list(c(92.2093077, 92.1652175, 92.1585639, 92.209132, 92.2093077, 27.3677245, 27.3599196, 27.3944244, 27.3947203, 27.3677245))"
"126"	"KH.O.1"	528	"02/12/25"	"Khellong"	"none"	2	20	"mithun herding"	"mithun herding"	"0"	"1"	"12"	"1"	"12"	"pine resin tapping"	NA	NA	"pine resin tapping"	NA	NA	"0"	"0"	"don't know"	"no"	"na"	"na"	"na"	"m"	43	"Shajalong"	NA	4	26964.7345636412	1579.08379888268	"1000-2000m"	"list(c(92.563304, 92.5631267, 92.6136994, 92.6138562, 92.563304, 27.3511391, 27.3962784, 27.3964277, 27.3512881, 27.3511391))"
"127"	"KH.O.2"	528	"02/12/25"	"Khellong"	"rnh, oph"	1	22	"timepass"	"timepass"	"5"	"03/04/26"	"2"	"03/04/26"	"3"	"settled agriculture"	NA	NA	"settled agriculture"	NA	NA	"0"	"No"	"don't know"	NA	NA	NA	NA	"m"	42	"Shajalong"	"No hunting because low numbers"	4	26964.7345636412	1579.08379888268	"1000-2000m"	"list(c(92.563304, 92.5631267, 92.6136994, 92.6138562, 92.563304, 27.3511391, 27.3962784, 27.3964277, 27.3512881, 27.3511391))"
"128"	"KH.O.3"	528	"02/12/25"	"Khellong"	"rnh, oph"	2	30	"mithun herding, timepass"	"mithun herding, timepass"	"0"	"1"	"50"	"na"	"na"	"pine resin tapping"	"jhum"	NA	"pine resin tapping"	"jhum"	NA	NA	NA	"don't know"	NA	NA	NA	NA	"m"	52	"Shajalong"	"No hunting because low numbers"	4	26964.7345636412	1579.08379888268	"1000-2000m"	"list(c(92.563304, 92.5631267, 92.6136994, 92.6138562, 92.563304, 27.3511391, 27.3962784, 27.3964277, 27.3512881, 27.3511391))"
"129"	"NJ.O.1"	528	"02/12/25"	"Nijum"	"none"	2	14	"mithun herding"	"mithun herding"	"5"	"03/04/26"	"12"	"na"	"na"	"agriculture"	"jhum"	"wood collection"	"agriculture"	"jhum"	"wood collection"	"don't know"	"don't know"	"dalan, brugangi"	"na"	"na"	"na"	"na"	"m"	32	"Shajalong"	"dalan - wild avocado (hornbill may eat), Brugongi (check spelling pls) - red, small, round seed, similar to dabor"	4	26964.7345636412	1579.08379888268	"1000-2000m"	"list(c(92.563304, 92.5631267, 92.6136994, 92.6138562, 92.563304, 27.3511391, 27.3962784, 27.3964277, 27.3512881, 27.3511391))"
"130"	"KH.O.1"	529	"02/12/25"	"Khellong"	"none"	2	20	"mithun herding"	"mithun herding"	"5"	"1"	"12"	"1"	"12"	"pine resin tapping"	NA	NA	"pine resin tapping"	NA	NA	"0"	"0"	"don't know"	"no"	"na"	"na"	"na"	"m"	43	"Shajalong"	NA	4	3021.3870412874	1852.20604481828	"1000-2000m"	"list(c(92.6643179, 92.6644087, 92.6138562, 92.6136994, 92.6643179, 27.3750601, 27.3514188, 27.3512881, 27.3964277, 27.3750601))"
"131"	"KH.O.2"	529	"02/12/25"	"Khellong"	"rnh, oph"	1	22	"timepass"	"timepass"	"0"	"1"	"12"	"1"	"12"	"settled agriculture"	NA	NA	"settled agriculture"	NA	NA	"0"	"Yes"	"don't know"	"yes"	"beak"	"ritual, meat"	"opportunistic, out of breeding season"	"m"	42	"Shajalong"	"No hunting because low numbers"	4	3021.3870412874	1852.20604481828	"1000-2000m"	"list(c(92.6643179, 92.6644087, 92.6138562, 92.6136994, 92.6643179, 27.3750601, 27.3514188, 27.3512881, 27.3964277, 27.3750601))"
"132"	"KH.O.3"	529	"02/12/25"	"Khellong"	"rnh, oph"	2	30	"mithun herding, timepass"	"mithun herding, timepass"	"5"	"1"	"24"	"1"	"30"	"pine resin tapping"	"jhum"	NA	"pine resin tapping"	"jhum"	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	52	"Shajalong"	"No hunting because low numbers"	4	3021.3870412874	1852.20604481828	"1000-2000m"	"list(c(92.6643179, 92.6644087, 92.6138562, 92.6136994, 92.6643179, 27.3750601, 27.3514188, 27.3512881, 27.3964277, 27.3750601))"
"133"	"NJ.O.1"	529	"02/12/25"	"Nijum"	"none"	2	14	"mithun herding"	"mithun herding"	"0"	"1"	"30"	"na"	"na"	"agriculture"	"jhum"	"wood collection"	"agriculture"	"jhum"	"wood collection"	"don't know"	"don't know"	"dalan, brugangi"	"na"	"na"	"na"	"na"	"m"	32	"Shajalong"	NA	4	3021.3870412874	1852.20604481828	"1000-2000m"	"list(c(92.6643179, 92.6644087, 92.6138562, 92.6136994, 92.6643179, 27.3750601, 27.3514188, 27.3512881, 27.3964277, 27.3750601))"
"134"	"PN.O.11"	550	"22/2/26"	"peni"	"gh, wh, rnh"	2	20	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"forest"	"cardamom plantation"	"jhum"	"forest"	"jhum"	NA	"no"	"no"	NA	"sanchar, rasa, tek lele, tanyak, leelu, rasa"	"casque"	"in traditional attire (pudum)"	NA	"m"	40	"nyishi"	NA	4	24269.0273083157	919.106738241628	"0-1000m"	"list(c(93.7260123, 93.7263069, 93.7768759, 93.7765608, 93.7260123, 27.3499361, 27.395073, 27.3948006, 27.3496642, 27.3499361))"
"135"	"PN.O.12"	550	"22/2/26"	"peni"	"gh, wh, rnh"	2	40	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"forest"	"cardamom plantation"	"jhum"	"forest"	"jhum"	NA	"no"	"no"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	4	24269.0273083157	919.106738241628	"0-1000m"	"list(c(93.7260123, 93.7263069, 93.7768759, 93.7765608, 93.7260123, 27.3499361, 27.395073, 27.3948006, 27.3496642, 27.3499361))"
"136"	"PN.O.13"	550	"22/2/26"	"peni"	"gh, wh, rnh"	2	26	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"forest"	"cardamom plantation"	"jhum"	"forest"	"jhum"	NA	"no"	"no"	NA	NA	NA	NA	NA	"m"	46	"nyishi"	NA	4	24269.0273083157	919.106738241628	"0-1000m"	"list(c(93.7260123, 93.7263069, 93.7768759, 93.7765608, 93.7260123, 27.3499361, 27.395073, 27.3948006, 27.3496642, 27.3499361))"
"137"	"PN.O.14"	550	"22/2/25"	"peni"	"gh, wh, rnh"	2	60	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"forest"	"cardamom plantation"	"jhum"	"forest"	"jhum"	NA	"no"	"no"	NA	NA	NA	NA	NA	"m"	80	"nyishi"	NA	4	24269.0273083157	919.106738241628	"0-1000m"	"list(c(93.7260123, 93.7263069, 93.7768759, 93.7765608, 93.7260123, 27.3499361, 27.395073, 27.3948006, 27.3496642, 27.3499361))"
"138"	"SH.O.11"	553	"23/2/26"	"sher"	"gh, wh"	2	40	"resident"	"resident"	"0"	"1"	"4"	"1"	"50"	"jhum"	"forest"	"timber plantation"	"jhum"	"forest"	"orange plantation"	"yes"	"yes"	"teeta chapa, sanchar, bonsam, anga"	"y"	"beak, feathers"	"pudum"	NA	"m"	60	"nyishi"	NA	4	8213.91548537418	710.982803283293	"0-1000m"	"list(c(93.8776556, 93.8780117, 93.9285784, 93.9282018, 93.8776556, 27.3490656, 27.3942009, 27.3938735, 27.3487389, 27.3490656))"
"139"	"SH.O.12"	553	"23/2/26"	"sher"	"gh, wh"	2	60	"resident"	"resident"	"0"	"na"	"na"	"1"	"50"	"jhum"	"forest"	"timber plantation"	"jhum"	"forest"	"orange plantation"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	80	"nyishi"	NA	4	8213.91548537418	710.982803283293	"0-1000m"	"list(c(93.8776556, 93.8780117, 93.9285784, 93.9282018, 93.8776556, 27.3490656, 27.3942009, 27.3938735, 27.3487389, 27.3490656))"
"140"	"SH.O.13"	553	"23/2/26"	"sher"	"gh, wh"	2	40	"resident"	"resident"	"0"	"01/02/26"	"50"	"1"	"50"	"jhum"	"forest"	"timber plantation"	"jhum"	"forest"	"orange plantation"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	4	8213.91548537418	710.982803283293	"0-1000m"	"list(c(93.8776556, 93.8780117, 93.9285784, 93.9282018, 93.8776556, 27.3490656, 27.3942009, 27.3938735, 27.3487389, 27.3490656))"
"141"	"SH.O.14"	553	"23/2/26"	"sher"	"gh, wh"	2	5	"resident"	"resident"	"0"	"01/02/26"	"50"	"na"	"na"	"jhum"	"forest"	"timber plantation"	"jhum"	"forest"	"orange plantation"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	25	"nyishi"	NA	4	8213.91548537418	710.982803283293	"0-1000m"	"list(c(93.8776556, 93.8780117, 93.9285784, 93.9282018, 93.8776556, 27.3490656, 27.3942009, 27.3938735, 27.3487389, 27.3490656))"
"142"	"SH.O.11"	554	"23/2/26"	"sher"	"gh, wh"	2	40	"resident"	"resident"	"0"	"1"	"4"	"1"	"50"	"jhum"	"forest"	"timber plantation"	"jhum"	"forest"	"orange plantation"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	4	8695.63285512387	596.692329420626	"0-1000m"	"list(c(93.9282018, 93.9285784, 93.9791441, 93.978747, 93.9282018, 27.3487389, 27.3938735, 27.3935278, 27.3483938, 27.3487389))"
