"interview.id"	"grid.id"	"date"	"location"	"sps.known"	"confidence.indv"	"exp.indv"	"purpose.visit.24"	"purpose.visit.04"	"dist.to.grid"	"proportion.grid.24"	"frequency.visits.24"	"proportion.grid.04"	"frequency.visits.04"	"activity1.grid.24"	"activity2.grid.24"	"activity3.grid.24"	"activity1.grid.04"	"activity2.grid.04"	"activity3.grid.04"	"hunting.24"	"hunting.04"	"food.trees"	"meat.eaten"	"body.parts"	"use.body.parts"	"season.hunting"	"gender.respondent"	"age.respondent"	"ethnicity.respondent"	"Comments"	"replicates"	"road_length"	"mean_elev"	"elev_band"	"geometry"
"41"	"JT.O.13"	185	"19/2/26"	"jote"	"gh,rnh,oph"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding"	"0"	"1"	"50"	"1"	"50"	"bamboo plantation"	"jhum"	"logging"	"forest"	"jhum"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	20666.992404523	337.610570585651	"0-1000m"	"list(c(93.4719289, 93.4721178, 93.5225472, 93.5223381, 93.4719289, 27.0350397, 27.0801807, 27.0800024, 27.0348617, 27.0350397))"
"42"	"SH.O.233"	213	"23/11/25"	"shergaon"	"rnh,gh"	2	60	"na"	"hunting"	"-"	"na"	"na"	"1"	"10"	"mixed primary forest"	"pine"	NA	"mixed primary forest"	"pine"	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	83	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.3120469, 92.2617887, 92.2614925, 92.3110482, 92.3120469, 27.0906546, 27.0790341, 27.1241727, 27.115446, 27.0906546))"
"43"	"SH.O.233"	213	"23/11/25"	"shergaon"	"rnh,gh"	2	60	"na"	"hunting"	"-"	"na"	"na"	"1"	"10"	"mixed primary forest"	"pine"	NA	"mixed primary forest"	"pine"	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	83	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.2758378, 92.2759319, 92.275863, 92.2758378, 27.0984237, 27.0984241, 27.0981711, 27.0984237))"
"44"	"SH.O.4"	213	"29/11/25"	"shergaon"	"rnh"	2	35	"hunting"	"hunting"	"10"	"1"	"10"	"1"	"10"	"mixed forest"	"cattle grazing"	NA	"mixed forest"	"cattle grazing"	NA	"no"	NA	"chudanringba"	"no"	"no"	"no"	"no"	"m"	50	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.3120469, 92.2617887, 92.2614925, 92.3110482, 92.3120469, 27.0906546, 27.0790341, 27.1241727, 27.115446, 27.0906546))"
"45"	"SH.O.4"	213	"29/11/25"	"shergaon"	"rnh"	2	35	"hunting"	"hunting"	"10"	"1"	"10"	"1"	"10"	"mixed forest"	"cattle grazing"	NA	"mixed forest"	"cattle grazing"	NA	"no"	NA	"chudanringba"	"no"	"no"	"no"	"no"	"m"	50	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.2758378, 92.2759319, 92.275863, 92.2758378, 27.0984237, 27.0984241, 27.0981711, 27.0984237))"
"46"	"SH.O.241"	213	"24/11/25"	"shergaon"	"rnh,gh"	2	15	"hunting"	"na"	"4"	"01/02/26"	"3"	"na"	"na"	"mixed primary forest"	"logging"	NA	NA	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	35	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.3120469, 92.2617887, 92.2614925, 92.3110482, 92.3120469, 27.0906546, 27.0790341, 27.1241727, 27.115446, 27.0906546))"
"47"	"SH.O.241"	213	"24/11/25"	"shergaon"	"rnh,gh"	2	15	"hunting"	"na"	"4"	"01/02/26"	"3"	"na"	"na"	"mixed primary forest"	"logging"	NA	NA	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	35	"sherdutpen"	NA	3	11392.4048228354	2431.98698542492	"2000-2500m"	"list(c(92.2758378, 92.2759319, 92.275863, 92.2758378, 27.0984237, 27.0984241, 27.0981711, 27.0984237))"
"48"	"SC.O.11"	216	"09/12/25"	"Singchung"	"rnh"	2	20	"patrolling"	"hunting"	"0"	"1"	"24"	"03/04/26"	"2"	"plantation"	"forest (temperate mixed)"	NA	"jhum"	"agriculture"	NA	"no"	"no"	"mideh, pancham, jamun, nogar, nolaw"	"yes"	NA	NA	NA	"m"	36	"bugun"	NA	3	9206.57746595573	2416.91473424675	"2000-2500m"	"list(c(92.4633054, 92.4635001, 92.4130714, 92.4380987, 92.4633054, 27.1034552, 27.0799487, 27.0797472, 27.1190403, 27.1034552))"
"49"	"SC.O.12"	216	"09/12/25"	"Singchung"	"rnh"	2	25	"patrolling"	"patrolling"	"0"	"1"	"50"	"03/04/26"	"2"	"plantation"	"forest (temperate mixed)"	NA	"jhum"	"agriculture"	NA	"no"	"yes"	NA	NA	NA	NA	NA	"m"	35	"bugun"	NA	3	9206.57746595573	2416.91473424675	"2000-2500m"	"list(c(92.4633054, 92.4635001, 92.4130714, 92.4380987, 92.4633054, 27.1034552, 27.0799487, 27.0797472, 27.1190403, 27.1034552))"
"50"	"SC.O.13"	216	"09/12/25"	"Singchung"	"rnh"	2	65	"patrolling"	"birding"	"0"	"1"	"24"	"1"	"4"	"plantation"	"forest (temperate mixed)"	NA	"jhum"	"logging"	NA	"no"	"yes"	"peepal sp., magnolia (chanp)"	NA	"beak"	"traditional attire"	"for tinkho - february festival"	"m"	85	"bugun"	NA	3	9206.57746595573	2416.91473424675	"2000-2500m"	"list(c(92.4633054, 92.4635001, 92.4130714, 92.4380987, 92.4633054, 27.1034552, 27.0799487, 27.0797472, 27.1190403, 27.1034552))"
"51"	"SH.O.231"	264	"23/11/25"	"shergaon"	"gh, rnh"	2	25	"survellience, hunt"	"hunting"	"2"	"1"	"50"	"1"	"100"	"forest"	"timber"	"plantation"	"forest"	"timber"	"plantation"	"0"	"0"	"don't know"	"no"	"na"	"na"	"na"	"m"	46	"sherdukpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2652341, 92.264132, 92.2612363, 92.2611956, 92.2652341, 27.1693175, 27.1650694, 27.1631319, 27.1693109, 27.1693175))"
"52"	"SH.O.231"	264	"23/11/25"	"shergaon"	"gh, rnh"	2	25	"survellience, hunt"	"hunting"	"2"	"1"	"50"	"1"	"100"	"forest"	"timber"	"plantation"	"forest"	"timber"	"plantation"	"0"	"0"	"don't know"	"no"	"na"	"na"	"na"	"m"	46	"sherdukpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2613543, 92.3056155, 92.3118038, 92.2614925, 92.2613543, 27.1578852, 27.1695379, 27.1466133, 27.1241727, 27.1578852))"
"53"	"SH.O.231"	264	"23/11/25"	"shergaon"	"gh, rnh"	2	25	"survellience, hunt"	"hunting"	"2"	"1"	"50"	"1"	"100"	"forest"	"timber"	"plantation"	"forest"	"timber"	"plantation"	"0"	"0"	"don't know"	"no"	"na"	"na"	"na"	"m"	46	"sherdukpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.3115705, 92.3093061, 92.309243, 92.3116631, 92.3115705, 27.1684561, 27.1691651, 27.1695558, 27.1695677, 27.1684561))"
"54"	"SH.O.233"	264	"23/11/25"	"shergaon"	"rnh,gh"	2	60	"na"	"hunting"	"-"	"na"	"na"	"1"	"10"	"mixed primary forest"	NA	NA	"mixed primary forest"	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	83	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2652341, 92.264132, 92.2612363, 92.2611956, 92.2652341, 27.1693175, 27.1650694, 27.1631319, 27.1693109, 27.1693175))"
"55"	"SH.O.233"	264	"23/11/25"	"shergaon"	"rnh,gh"	2	60	"na"	"hunting"	"-"	"na"	"na"	"1"	"10"	"mixed primary forest"	NA	NA	"mixed primary forest"	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	83	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2613543, 92.3056155, 92.3118038, 92.2614925, 92.2613543, 27.1578852, 27.1695379, 27.1466133, 27.1241727, 27.1578852))"
"56"	"SH.O.233"	264	"23/11/25"	"shergaon"	"rnh,gh"	2	60	"na"	"hunting"	"-"	"na"	"na"	"1"	"10"	"mixed primary forest"	NA	NA	"mixed primary forest"	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	83	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.3115705, 92.3093061, 92.309243, 92.3116631, 92.3115705, 27.1684561, 27.1691651, 27.1695558, 27.1695677, 27.1684561))"
"57"	"SH.O.4"	264	"29/11/25"	"shergaon"	"rnh"	2	35	"hunting"	"hunting"	"10"	"03/04/26"	"4"	"03/04/26"	"4"	"mixed forest"	"cattle grazing"	NA	"mixed forest"	"cattle grazing"	NA	"no"	NA	"chudanringba"	"no"	"no"	"no"	"no"	"m"	50	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2652341, 92.264132, 92.2612363, 92.2611956, 92.2652341, 27.1693175, 27.1650694, 27.1631319, 27.1693109, 27.1693175))"
"58"	"SH.O.4"	264	"29/11/25"	"shergaon"	"rnh"	2	35	"hunting"	"hunting"	"10"	"03/04/26"	"4"	"03/04/26"	"4"	"mixed forest"	"cattle grazing"	NA	"mixed forest"	"cattle grazing"	NA	"no"	NA	"chudanringba"	"no"	"no"	"no"	"no"	"m"	50	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2613543, 92.3056155, 92.3118038, 92.2614925, 92.2613543, 27.1578852, 27.1695379, 27.1466133, 27.1241727, 27.1578852))"
"59"	"SH.O.4"	264	"29/11/25"	"shergaon"	"rnh"	2	35	"hunting"	"hunting"	"10"	"03/04/26"	"4"	"03/04/26"	"4"	"mixed forest"	"cattle grazing"	NA	"mixed forest"	"cattle grazing"	NA	"no"	NA	"chudanringba"	"no"	"no"	"no"	"no"	"m"	50	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.3115705, 92.3093061, 92.309243, 92.3116631, 92.3115705, 27.1684561, 27.1691651, 27.1695558, 27.1695677, 27.1684561))"
"60"	"SH.O.241"	264	"24/11/25"	"shergaon"	"rnh,gh"	2	15	"hunting"	"na"	"4"	"01/02/26"	"3"	"na"	"na"	"mixed primary forest"	NA	NA	NA	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	35	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2652341, 92.264132, 92.2612363, 92.2611956, 92.2652341, 27.1693175, 27.1650694, 27.1631319, 27.1693109, 27.1693175))"
"61"	"SH.O.241"	264	"24/11/25"	"shergaon"	"rnh,gh"	2	15	"hunting"	"na"	"4"	"01/02/26"	"3"	"na"	"na"	"mixed primary forest"	NA	NA	NA	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	35	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.2613543, 92.3056155, 92.3118038, 92.2614925, 92.2613543, 27.1578852, 27.1695379, 27.1466133, 27.1241727, 27.1578852))"
"62"	"SH.O.241"	264	"24/11/25"	"shergaon"	"rnh,gh"	2	15	"hunting"	"na"	"4"	"01/02/26"	"3"	"na"	"na"	"mixed primary forest"	NA	NA	NA	NA	NA	"no"	"no"	"don't know"	"na"	"na"	"na"	"na"	"m"	35	"sherdutpen"	NA	4	14795.2975500004	2335.04318624066	"2000-2500m"	"list(c(92.3115705, 92.3093061, 92.309243, 92.3116631, 92.3115705, 27.1684561, 27.1691651, 27.1695558, 27.1695677, 27.1684561))"
"63"	"KM.O.11"	271	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"1"	"1"	"100"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	32	"nyishi"	NA	3	0	805.568451446865	"0-1000m"	"list(c(92.7155363, 92.7154219, 92.7658935, 92.7659876, 92.7155363, 27.1258268, 27.1709682, 27.1710616, 27.12592, 27.1258268))"
"64"	"KM.O.12"	271	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"1"	"1"	"100"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	27	"sherdukpen"	NA	3	0	805.568451446865	"0-1000m"	"list(c(92.7155363, 92.7154219, 92.7658935, 92.7659876, 92.7155363, 27.1258268, 27.1709682, 27.1710616, 27.12592, 27.1258268))"
"65"	"KM.O.13"	271	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"1"	"1"	"100"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	30	"nyishi"	NA	3	0	805.568451446865	"0-1000m"	"list(c(92.7155363, 92.7154219, 92.7658935, 92.7659876, 92.7155363, 27.1258268, 27.1709682, 27.1710616, 27.12592, 27.1258268))"
"66"	"KM.O.11"	272	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"5"	"1"	"3"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	32	"nyishi"	NA	3	0	786.096641838152	"0-1000m"	"list(c(92.7659876, 92.7658935, 92.8163653, 92.8164391, 92.7659876, 27.12592, 27.1710616, 27.1711368, 27.125995, 27.12592))"
"67"	"KM.O.12"	272	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"5"	"1"	"3"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	27	"sherdukpen"	NA	3	0	786.096641838152	"0-1000m"	"list(c(92.7659876, 92.7658935, 92.8163653, 92.8164391, 92.7659876, 27.12592, 27.1710616, 27.1711368, 27.125995, 27.12592))"
"68"	"KM.O.13"	272	"08/12/25"	"Kimi anti poaching camp"	"gh, oph, rnh"	2	10	"patroling"	"na"	"5"	"1"	"3"	"na"	"na"	"forest"	NA	NA	NA	NA	NA	"no"	NA	NA	"no"	"na"	NA	NA	"m"	30	"nyishi"	NA	3	0	786.096641838152	"0-1000m"	"list(c(92.7659876, 92.7658935, 92.8163653, 92.8164391, 92.7659876, 27.12592, 27.1710616, 27.1711368, 27.125995, 27.12592))"
"69"	"PK.O.51"	280	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	30	"agriculture, mithun herding"	"agriculture, mithun herding"	"0"	"1"	"2"	"1"	"10"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	"sanchar, tatum, cherte"	"yes"	NA	NA	NA	"m"	49	"nyishi"	NA	3	5437.1765923324	1485.30606992656	"1000-2000m"	"list(c(93.1696018, 93.1696699, 93.2201418, 93.2200534, 93.1696018, 27.126013, 27.1711548, 27.1710847, 27.125943, 27.126013))"
"70"	"PK.O.52"	280	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	40	"agriculture, mithun herding"	"agriculture, mithun herding"	"0"	"1"	"12"	"1"	"36"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	58	"nyishi"	NA	3	5437.1765923324	1485.30606992656	"1000-2000m"	"list(c(93.1696018, 93.1696699, 93.2201418, 93.2200534, 93.1696018, 27.126013, 27.1711548, 27.1710847, 27.125943, 27.126013))"
"71"	"PK.O.53"	280	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding"	"0"	"01/02/26"	"7"	"03/04/26"	"4"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	39	"nyishi"	NA	3	5437.1765923324	1485.30606992656	"1000-2000m"	"list(c(93.1696018, 93.1696699, 93.2201418, 93.2200534, 93.1696018, 27.126013, 27.1711548, 27.1710847, 27.125943, 27.126013))"
"72"	"PK.O.11"	282	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	20	"agriculture, mithun herding"	"agriculture, mithun herding, hunting"	"2"	"1"	"36"	"1"	"36"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	"sanchar, cheri"	"yes"	NA	NA	NA	"m"	43	"nyishi"	NA	3	0	1389.83864791915	"1000-2000m"	"list(c(93.2705047, 93.2706134, 93.3210848, 93.3209558, 93.2705047, 27.125855, 27.1709965, 27.1708901, 27.1257488, 27.125855))"
"73"	"PK.O.12"	282	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	30	"agriculture, mithun herding"	"agriculture, mithun herding, hunting"	"2"	"03/04/26"	"4"	"03/04/26"	"5"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	48	"nyishi"	NA	3	0	1389.83864791915	"1000-2000m"	"list(c(93.2705047, 93.2706134, 93.3210848, 93.3209558, 93.2705047, 27.125855, 27.1709965, 27.1708901, 27.1257488, 27.125855))"
"74"	"PK.O.13"	282	"11/01/26"	"pakke kesang"	"wh,rnh,gh"	2	30	"agriculture, mithun herding"	"agriculture, mithun herding, hunting"	"2"	"1"	"1"	"1"	"1"	"forest"	"jhum"	NA	"forest"	"jhum"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	0	1389.83864791915	"1000-2000m"	"list(c(93.2705047, 93.2706134, 93.3210848, 93.3209558, 93.2705047, 27.125855, 27.1709965, 27.1708901, 27.1257488, 27.125855))"
"75"	"KM.O.21"	320	"08/12/25"	"Khupi village highway"	"gh, rnh"	2	36	"logging, mithun herding, agriculture"	"logging, mithun herding, agriculture"	"1"	"1"	"50"	"1"	"50"	"forest"	"forest department plantation"	"jhum"	"forest"	"forest department plantation"	"jhum"	"no"	"no"	NA	NA	NA	NA	NA	"m"	40	"aka"	NA	3	39789.0620589069	977.303704628445	"0-1000m"	"list(c(92.6649506, 92.6648156, 92.7153073, 92.7154219, 92.6649506, 27.1708567, 27.2159977, 27.2161094, 27.1709682, 27.1708567))"
"76"	"KM.O.22"	320	"08/12/25"	"Khupi village highway"	"gh, rnh"	2	25	"logging, mithun herding, agriculture"	"logging, mithun herding, agriculture"	"1"	"1"	"12"	"1"	"24"	"forest"	"forest department plantation"	"jhum"	"forest"	"forest department plantation"	"jhum"	"yes"	"yes"	"peepal, tingur, yaminje, shobi, pateng, lufuje"	NA	NA	NA	NA	"m"	50	"aka"	NA	3	39789.0620589069	977.303704628445	"0-1000m"	"list(c(92.6649506, 92.6648156, 92.7153073, 92.7154219, 92.6649506, 27.1708567, 27.2159977, 27.2161094, 27.1709682, 27.1708567))"
"77"	"KM.O.23"	320	"08/12/25"	"Khupi village highway"	"gh, rnh"	2	15	"logging, mithun herding, agriculture"	"logging, mithun herding, agriculture"	"1"	"1"	"30"	"na"	"na"	"forest"	"forest department plantation"	"jhum"	"forest"	"forest department plantation"	"jhum"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"aka"	NA	3	39789.0620589069	977.303704628445	"0-1000m"	"list(c(92.6649506, 92.6648156, 92.7153073, 92.7154219, 92.6649506, 27.1708567, 27.2159977, 27.2161094, 27.1709682, 27.1708567))"
"78"	"TR.O.11"	339	"22/2/26"	"toru circle"	"gh,wh,oph"	2	40	"resident"	"resident"	"0"	"1"	"3"	"1"	"6"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	11536.8333817646	815.212102190697	"0-1000m"	"list(c(93.623905, 93.6241562, 93.6746448, 93.6743733, 93.623905, 27.1698705, 27.2150095, 27.2147756, 27.169637, 27.1698705))"
"79"	"TR.O.12"	339	"22/2/26"	"toru circle"	"gh,wh,oph"	2	30	"resident"	"resident"	"0"	"1"	"100"	"1"	"100"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	11536.8333817646	815.212102190697	"0-1000m"	"list(c(93.623905, 93.6241562, 93.6746448, 93.6743733, 93.623905, 27.1698705, 27.2150095, 27.2147756, 27.169637, 27.1698705))"
"80"	"TR.O.13"	339	"22/2/26"	"toru circle"	"gh,wh,oph"	2	20	"resident"	"resident"	"0"	"1"	"100"	"1"	"100"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	11536.8333817646	815.212102190697	"0-1000m"	"list(c(93.623905, 93.6241562, 93.6746448, 93.6743733, 93.623905, 27.1698705, 27.2150095, 27.2147756, 27.169637, 27.1698705))"
"81"	"TR.O.11"	340	"22/2/26"	"toru circle"	"gh,wh,oph"	2	40	"agriculture, mithun herding"	"hunting, mithun herding"	"1"	"1"	"3"	"1"	"6"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	60	"nyishi"	NA	3	4623.45818354798	834.05848756281	"0-1000m"	"list(c(93.6743733, 93.6746448, 93.7251328, 93.7248409, 93.6743733, 27.169637, 27.2147756, 27.2145235, 27.1693854, 27.169637))"
"82"	"TR.O.12"	340	"22/2/26"	"toru circle"	"gh,wh,oph"	2	30	"agriculture, mithun herding"	"hunting, mithun herding"	"1"	"1"	"100"	"1"	"100"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	50	"nyishi"	NA	3	4623.45818354798	834.05848756281	"0-1000m"	"list(c(93.6743733, 93.6746448, 93.7251328, 93.7248409, 93.6743733, 27.169637, 27.2147756, 27.2145235, 27.1693854, 27.169637))"
"83"	"TR.O.13"	340	"22/2/26"	"toru circle"	"gh,wh,oph"	2	20	"agriculture, mithun herding"	"hunting, mithun herding"	"1"	"1"	"100"	"1"	"100"	"jhum"	"forest"	NA	"jhum"	"forest"	NA	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	4623.45818354798	834.05848756281	"0-1000m"	"list(c(93.6743733, 93.6746448, 93.7251328, 93.7248409, 93.6743733, 27.169637, 27.2147756, 27.2145235, 27.1693854, 27.169637))"
"84"	"SM.O.11"	341	"21/2/26"	"5th mile"	"gh,wh,oph"	2	20	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"bamboo plantation"	"forest"	"jhum"	"bamboo plantation"	"forest"	"jhum"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	23391.5508878972	485.83705252645	"0-1000m"	"list(c(93.7248409, 93.7251328, 93.77562, 93.7753079, 93.7248409, 27.1693854, 27.2145235, 27.2142532, 27.1691156, 27.1693854))"
"85"	"SM.O.12"	341	"21/2/26"	"5th mile"	"gh,wh,oph"	2	20	"resident"	"resident"	"0"	"1"	"50"	"1"	"50"	"bamboo plantation"	"forest"	"jhum"	"bamboo plantation"	"forest"	"jhum"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	23391.5508878972	485.83705252645	"0-1000m"	"list(c(93.7248409, 93.7251328, 93.77562, 93.7753079, 93.7248409, 27.1693854, 27.2145235, 27.2142532, 27.1691156, 27.1693854))"
"86"	"SM.O.13"	341	"21/2/26"	"5th mile"	"gh,wh,oph"	2	20	"resident"	"resident"	"0"	"01/02/26"	"50"	"01/02/26"	"50"	"bamboo plantation"	"forest"	"jhum"	"bamboo plantation"	"forest"	"jhum"	"yes"	"yes"	NA	NA	NA	NA	NA	"m"	40	"nyishi"	NA	3	23391.5508878972	485.83705252645	"0-1000m"	"list(c(93.7248409, 93.7251328, 93.77562, 93.7753079, 93.7248409, 27.1693854, 27.2145235, 27.2142532, 27.1691156, 27.1693854))"
"87"	"WT.O.21"	375	"07/12/25"	"watte"	"gh, rnh"	2	40	"mithun, hunting, agriculture"	"mithun, hunting, agriculture"	"8"	"03/04/26"	"36"	"1"	"11"	"forest"	NA	NA	"forest"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	50	"nyishi"	NA	3	0	959.95945012868	"0-1000m"	"list(c(92.9172759, 92.9172425, 92.9677554, 92.9677684, 92.9172759, 27.2163744, 27.2615158, 27.2615366, 27.2163952, 27.2163744))"
"88"	"WT.O.22"	375	"07/12/25"	"watte"	"gh, rnh"	2	50	"mithun, hunting, agriculture"	"mithun, hunting, agriculture"	"8"	"03/04/26"	"1"	"1"	"1"	"forest"	NA	NA	"forest"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	60	"nyishi"	NA	3	0	959.95945012868	"0-1000m"	"list(c(92.9172759, 92.9172425, 92.9677554, 92.9677684, 92.9172759, 27.2163744, 27.2615158, 27.2615366, 27.2163952, 27.2163744))"
"89"	"WT.O.23"	375	"07/12/25"	"watte"	"gh, rnh"	2	50	"mithun, hunting, agriculture"	"mithun, hunting, agriculture"	"8"	"03/04/26"	"1"	"03/04/26"	"1"	"forest"	NA	NA	"forest"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	NA	"m"	40	"nyishi"	NA	3	0	959.95945012868	"0-1000m"	"list(c(92.9172759, 92.9172425, 92.9677554, 92.9677684, 92.9172759, 27.2163744, 27.2615158, 27.2615366, 27.2163952, 27.2163744))"
"90"	"BM.O.1"	417	"30/11/25"	"bichom"	"gh, rnh"	2	20	"agriculture"	"agriculture"	"-"	"1"	"50"	"1"	"4"	"jhum"	"plantation"	NA	"jhum"	"plantation"	NA	"no"	"yes"	"fulloinagaon (Belsmedia)"	"no"	"no"	"no"	"no"	"m"	30	"bugun"	NA	3	9532.09300829209	1536.29549306384	"1000-2000m"	"list(c(92.5636573, 92.5634809, 92.6140126, 92.6141686, 92.5636573, 27.2608598, 27.3059996, 27.3061483, 27.2610082, 27.2608598))"
"91"	"BM.O.2"	417	"01/12/25"	"bichom"	"gh, rnh"	1	35	"agriculture"	"agriculture"	"-"	"1"	"12"	"03/04/26"	"12"	"jhum"	"plantation"	NA	"jhum"	"plantation"	NA	"no"	"yes"	"fulloinagaon (Belsmedia)"	"no"	"no"	"no"	"no"	"m"	50	"bugun"	NA	3	9532.09300829209	1536.29549306384	"1000-2000m"	"list(c(92.5636573, 92.5634809, 92.6140126, 92.6141686, 92.5636573, 27.2608598, 27.3059996, 27.3061483, 27.2610082, 27.2608598))"
"92"	"BM.O.3"	417	"01/12/25"	"bichom"	"gh, rnh"	2	50	"wood"	"wood"	"-"	"1"	"24"	"1"	"12"	"jhum"	"plantation"	NA	"jhum"	"plantation"	NA	"no"	"yes"	"fulloinagaon (Belsmedia)"	"no"	"no"	"no"	"no"	"m"	50	"bugun"	NA	3	9532.09300829209	1536.29549306384	"1000-2000m"	"list(c(92.5636573, 92.5634809, 92.6140126, 92.6141686, 92.5636573, 27.2608598, 27.3059996, 27.3061483, 27.2610082, 27.2608598))"
